node_id,attack_id,rank,score,label,pred_velox_threshold,in_all_attacks_rank_prefix,in_all_attacks_score_cutoff,node_type,path,cmd,src_addr,src_port,dst_addr,dst_port
1590635,0,32007,0.922335505,1,0,0,0,,,,,,,
1590607,0,32008,0.922335505,1,0,0,0,,,,,,,
1590569,0,32009,0.922335505,1,0,0,0,,,,,,,
1590533,0,32010,0.922335505,1,0,0,0,,,,,,,
1590507,0,32011,0.922335505,1,0,0,0,,,,,,,
1590456,0,32012,0.922335505,1,0,0,0,,,,,,,
1590442,0,32013,0.922335505,1,0,0,0,,,,,,,
1590413,0,32014,0.922335505,1,0,0,0,,,,,,,
1590338,0,32015,0.922335505,1,0,0,0,,,,,,,
1590330,0,32016,0.922335505,1,0,0,0,,,,,,,
1590260,0,32017,0.922335505,1,0,0,0,,,,,,,
1590201,0,32018,0.922335505,1,0,0,0,,,,,,,
1590109,0,32019,0.922335505,1,0,0,0,,,,,,,
1590089,0,32020,0.922335505,1,0,0,0,,,,,,,
1590079,0,32021,0.922335505,1,0,0,0,,,,,,,
1590002,0,32022,0.922335505,1,0,0,0,,,,,,,
1589900,0,32023,0.922335505,1,0,0,0,,,,,,,
1589822,0,32024,0.922335505,1,0,0,0,,,,,,,
1589776,0,32025,0.922335505,1,0,0,0,,,,,,,
1589742,0,32026,0.922335505,1,0,0,0,,,,,,,
1589701,0,32027,0.922335505,1,0,0,0,,,,,,,
1589622,0,32028,0.922335505,1,0,0,0,,,,,,,
1589595,0,32029,0.922335505,1,0,0,0,,,,,,,
1589541,0,32030,0.922335505,1,0,0,0,,,,,,,
1589485,0,32031,0.922335505,1,0,0,0,,,,,,,
1589459,0,32032,0.922335505,1,0,0,0,,,,,,,
1589407,0,32033,0.922335505,1,0,0,0,,,,,,,
1589403,0,32034,0.922335505,1,0,0,0,,,,,,,
1589381,0,32035,0.922335505,1,0,0,0,,,,,,,
1589353,0,32036,0.922335505,1,0,0,0,,,,,,,
1589323,0,32037,0.922335505,1,0,0,0,,,,,,,
1589299,0,32038,0.922335505,1,0,0,0,,,,,,,
1589272,0,32039,0.922335505,1,0,0,0,,,,,,,
1589228,0,32040,0.922335505,1,0,0,0,,,,,,,
1589223,0,32041,0.922335505,1,0,0,0,,,,,,,
1589213,0,32042,0.922335505,1,0,0,0,,,,,,,
1589542,0,46241,0.733959675,1,0,0,0,,,,,,,
1589121,0,46242,0.733959675,1,0,0,0,,,,,,,
1589112,0,46243,0.733959675,1,0,0,0,,,,,,,
1589020,0,46244,0.733959675,1,0,0,0,,,,,,,
1589019,0,46245,0.733959675,1,0,0,0,,,,,,,
1589016,0,46246,0.733959675,1,0,0,0,,,,,,,
1625804,0,46311,0.730994225,1,0,0,0,,,,,,,
1625794,0,46312,0.730994225,1,0,0,0,,,,,,,
1625712,0,46313,0.730994225,1,0,0,0,,,,,,,
1625676,0,46314,0.730994225,1,0,0,0,,,,,,,
1625606,0,46315,0.730994225,1,0,0,0,,,,,,,
1625566,0,46316,0.730994225,1,0,0,0,,,,,,,
1625510,0,46317,0.730994225,1,0,0,0,,,,,,,
1625448,0,46318,0.730994225,1,0,0,0,,,,,,,
1625432,0,46319,0.730994225,1,0,0,0,,,,,,,
1625405,0,46320,0.730994225,1,0,0,0,,,,,,,
1625347,0,46321,0.730994225,1,0,0,0,,,,,,,
1625311,0,46322,0.730994225,1,0,0,0,,,,,,,
1625285,0,46323,0.730994225,1,0,0,0,,,,,,,
1634413,0,46405,0.730994165,1,0,0,0,,,,,,,
1634379,0,46406,0.730994165,1,0,0,0,,,,,,,
1634299,0,46407,0.730994165,1,0,0,0,,,,,,,
1634193,0,46408,0.730994165,1,0,0,0,,,,,,,
1634180,0,46409,0.730994165,1,0,0,0,,,,,,,
1634103,0,46410,0.730994165,1,0,0,0,,,,,,,
1634055,0,46411,0.730994165,1,0,0,0,,,,,,,
1633995,0,46412,0.730994165,1,0,0,0,,,,,,,
1633958,0,46413,0.730994165,1,0,0,0,,,,,,,
1633919,0,46414,0.730994165,1,0,0,0,,,,,,,
1633803,0,46415,0.730994165,1,0,0,0,,,,,,,
1633779,0,46416,0.730994165,1,0,0,0,,,,,,,
1633724,0,46417,0.730994165,1,0,0,0,,,,,,,
1633627,0,46418,0.730994165,1,0,0,0,,,,,,,
1633592,0,46419,0.730994165,1,0,0,0,,,,,,,
1633548,0,46420,0.730994165,1,0,0,0,,,,,,,
1633513,0,46421,0.730994165,1,0,0,0,,,,,,,
1633364,0,46422,0.730994165,1,0,0,0,,,,,,,
1633352,0,46423,0.730994165,1,0,0,0,,,,,,,
1633303,0,46424,0.730994165,1,0,0,0,,,,,,,
1633302,0,46425,0.730994165,1,0,0,0,,,,,,,
1633236,0,46426,0.730994165,1,0,0,0,,,,,,,
1633233,0,46427,0.730994165,1,0,0,0,,,,,,,
1633133,0,46428,0.730994165,1,0,0,0,,,,,,,
1633132,0,46429,0.730994165,1,0,0,0,,,,,,,
1633037,0,46430,0.730994165,1,0,0,0,,,,,,,
1633034,0,46431,0.730994165,1,0,0,0,,,,,,,
1632955,0,46432,0.730994165,1,0,0,0,,,,,,,
1632952,0,46433,0.730994165,1,0,0,0,,,,,,,
1632835,0,46434,0.730994165,1,0,0,0,,,,,,,
1632831,0,46435,0.730994165,1,0,0,0,,,,,,,
1632781,0,46436,0.730994165,1,0,0,0,,,,,,,
1632745,0,46437,0.730994165,1,0,0,0,,,,,,,
1632680,0,46438,0.730994165,1,0,0,0,,,,,,,
1632657,0,46439,0.730994165,1,0,0,0,,,,,,,
1632315,0,46440,0.730994165,1,0,0,0,,,,,,,
1632302,0,46441,0.730994165,1,0,0,0,,,,,,,
1632296,0,46442,0.730994165,1,0,0,0,,,,,,,
1632221,0,46443,0.730994165,1,0,0,0,,,,,,,
1632219,0,46444,0.730994165,1,0,0,0,,,,,,,
1632215,0,46445,0.730994165,1,0,0,0,,,,,,,
1632213,0,46446,0.730994165,1,0,0,0,,,,,,,
1632211,0,46447,0.730994165,1,0,0,0,,,,,,,
1632131,0,46448,0.730994165,1,0,0,0,,,,,,,
1632091,0,46449,0.730994165,1,0,0,0,,,,,,,
1632085,0,46450,0.730994165,1,0,0,0,,,,,,,
1632048,0,46451,0.730994165,1,0,0,0,,,,,,,
1632034,0,46452,0.730994165,1,0,0,0,,,,,,,
1631978,0,46453,0.730994165,1,0,0,0,,,,,,,
1631918,0,46454,0.730994165,1,0,0,0,,,,,,,
1631913,0,46455,0.730994165,1,0,0,0,,,,,,,
1631893,0,46456,0.730994165,1,0,0,0,,,,,,,
1631891,0,46457,0.730994165,1,0,0,0,,,,,,,
1631885,0,46458,0.730994165,1,0,0,0,,,,,,,
1631879,0,46459,0.730994165,1,0,0,0,,,,,,,
1631791,0,46460,0.730994165,1,0,0,0,,,,,,,
1631649,0,46461,0.730994165,1,0,0,0,,,,,,,
1631583,0,46462,0.730994165,1,0,0,0,,,,,,,
1631523,0,46463,0.730994165,1,0,0,0,,,,,,,
1631472,0,46464,0.730994165,1,0,0,0,,,,,,,
1630516,0,46465,0.730994165,1,0,0,0,,,,,,,
1630446,0,46466,0.730994165,1,0,0,0,,,,,,,
1630417,0,46467,0.730994165,1,0,0,0,,,,,,,
1630408,0,46468,0.730994165,1,0,0,0,,,,,,,
1630390,0,46469,0.730994165,1,0,0,0,,,,,,,
1630388,0,46470,0.730994165,1,0,0,0,,,,,,,
1630380,0,46471,0.730994165,1,0,0,0,,,,,,,
1630332,0,46472,0.730994165,1,0,0,0,,,,,,,
1630320,0,46473,0.730994165,1,0,0,0,,,,,,,
1630301,0,46474,0.730994165,1,0,0,0,,,,,,,
1630261,0,46475,0.730994165,1,0,0,0,,,,,,,
1630256,0,46476,0.730994165,1,0,0,0,,,,,,,
1630103,0,46477,0.730994165,1,0,0,0,,,,,,,
1630098,0,46478,0.730994165,1,0,0,0,,,,,,,
1630045,0,46479,0.730994165,1,0,0,0,,,,,,,
1630030,0,46480,0.730994165,1,0,0,0,,,,,,,
1630012,0,46481,0.730994165,1,0,0,0,,,,,,,
1629988,0,46482,0.730994165,1,0,0,0,,,,,,,
1629980,0,46483,0.730994165,1,0,0,0,,,,,,,
1629950,0,46484,0.730994165,1,0,0,0,,,,,,,
1629918,0,46485,0.730994165,1,0,0,0,,,,,,,
1629884,0,46486,0.730994165,1,0,0,0,,,,,,,
1629862,0,46487,0.730994165,1,0,0,0,,,,,,,
1629825,0,46488,0.730994165,1,0,0,0,,,,,,,
1629642,0,46489,0.730994165,1,0,0,0,,,,,,,
1629568,0,46490,0.730994165,1,0,0,0,,,,,,,
1629480,0,46491,0.730994165,1,0,0,0,,,,,,,
1629344,0,46492,0.730994165,1,0,0,0,,,,,,,
1629309,0,46493,0.730994165,1,0,0,0,,,,,,,
1629266,0,46494,0.730994165,1,0,0,0,,,,,,,
1629253,0,46495,0.730994165,1,0,0,0,,,,,,,
1629196,0,46496,0.730994165,1,0,0,0,,,,,,,
1629123,0,46497,0.730994165,1,0,0,0,,,,,,,
1629082,0,46498,0.730994165,1,0,0,0,,,,,,,
1629053,0,46499,0.730994165,1,0,0,0,,,,,,,
1629041,0,46500,0.730994165,1,0,0,0,,,,,,,
1628882,0,46501,0.730994165,1,0,0,0,,,,,,,
1628846,0,46502,0.730994165,1,0,0,0,,,,,,,
1625259,0,46503,0.730994165,1,0,0,0,,,,,,,
1625227,0,46504,0.730994165,1,0,0,0,,,,,,,
1625134,0,46505,0.730994165,1,0,0,0,,,,,,,
1625013,0,46506,0.730994165,1,0,0,0,,,,,,,
1624976,0,46507,0.730994165,1,0,0,0,,,,,,,
1624944,0,46508,0.730994165,1,0,0,0,,,,,,,
1624855,0,46509,0.730994165,1,0,0,0,,,,,,,
1624823,0,46510,0.730994165,1,0,0,0,,,,,,,
1624727,0,46511,0.730994165,1,0,0,0,,,,,,,
1624717,0,46512,0.730994165,1,0,0,0,,,,,,,
1624677,0,46513,0.730994165,1,0,0,0,,,,,,,
1624623,0,46514,0.730994165,1,0,0,0,,,,,,,
1624591,0,46515,0.730994165,1,0,0,0,,,,,,,
1624563,0,46516,0.730994165,1,0,0,0,,,,,,,
1624501,0,46517,0.730994165,1,0,0,0,,,,,,,
1624472,0,46518,0.730994165,1,0,0,0,,,,,,,
1624410,0,46519,0.730994165,1,0,0,0,,,,,,,
1624379,0,46520,0.730994165,1,0,0,0,,,,,,,
1624353,0,46521,0.730994165,1,0,0,0,,,,,,,
1624339,0,46522,0.730994165,1,0,0,0,,,,,,,
1624304,0,46523,0.730994165,1,0,0,0,,,,,,,
1624294,0,46524,0.730994165,1,0,0,0,,,,,,,
1624286,0,46525,0.730994165,1,0,0,0,,,,,,,
1624274,0,46526,0.730994165,1,0,0,0,,,,,,,
1624222,0,46527,0.730994165,1,0,0,0,,,,,,,
1624220,0,46528,0.730994165,1,0,0,0,,,,,,,
1624137,0,46529,0.730994165,1,0,0,0,,,,,,,
1622290,0,46530,0.730994165,1,0,0,0,,,,,,,
1622174,0,46531,0.730994165,1,0,0,0,,,,,,,
1622100,0,46532,0.730994165,1,0,0,0,,,,,,,
1622044,0,46533,0.730994165,1,0,0,0,,,,,,,
1622032,0,46534,0.730994165,1,0,0,0,,,,,,,
1622016,0,46535,0.730994165,1,0,0,0,,,,,,,
1621931,0,46536,0.730994165,1,0,0,0,,,,,,,
1621848,0,46537,0.730994165,1,0,0,0,,,,,,,
1621811,0,46538,0.730994165,1,0,0,0,,,,,,,
1621780,0,46539,0.730994165,1,0,0,0,,,,,,,
1621748,0,46540,0.730994165,1,0,0,0,,,,,,,
1621708,0,46541,0.730994165,1,0,0,0,,,,,,,
1621634,0,46542,0.730994165,1,0,0,0,,,,,,,
1621524,0,46543,0.730994165,1,0,0,0,,,,,,,
1621482,0,46544,0.730994165,1,0,0,0,,,,,,,
1621434,0,46545,0.730994165,1,0,0,0,,,,,,,
1621398,0,46546,0.730994165,1,0,0,0,,,,,,,
1621226,0,46547,0.730994165,1,0,0,0,,,,,,,
1621154,0,46548,0.730994165,1,0,0,0,,,,,,,
1621117,0,46549,0.730994165,1,0,0,0,,,,,,,
1621057,0,46550,0.730994165,1,0,0,0,,,,,,,
1620975,0,46551,0.730994165,1,0,0,0,,,,,,,
1620936,0,46552,0.730994165,1,0,0,0,,,,,,,
1620909,0,46553,0.730994165,1,0,0,0,,,,,,,
1620838,0,46554,0.730994165,1,0,0,0,,,,,,,
1609265,0,46555,0.730994165,1,0,0,0,,,,,,,
1609260,0,46556,0.730994165,1,0,0,0,,,,,,,
1609255,0,46557,0.730994165,1,0,0,0,,,,,,,
1609245,0,46558,0.730994165,1,0,0,0,,,,,,,
1609174,0,46559,0.730994165,1,0,0,0,,,,,,,
1609169,0,46560,0.730994165,1,0,0,0,,,,,,,
1609165,0,46561,0.730994165,1,0,0,0,,,,,,,
1609162,0,46562,0.730994165,1,0,0,0,,,,,,,
1609150,0,46563,0.730994165,1,0,0,0,,,,,,,
1609145,0,46564,0.730994165,1,0,0,0,,,,,,,
1609093,0,46565,0.730994165,1,0,0,0,,,,,,,
1609090,0,46566,0.730994165,1,0,0,0,,,,,,,
1609015,0,46567,0.730994165,1,0,0,0,,,,,,,
1609001,0,46568,0.730994165,1,0,0,0,,,,,,,
1608949,0,46569,0.730994165,1,0,0,0,,,,,,,
1608877,0,46570,0.730994165,1,0,0,0,,,,,,,
1608875,0,46571,0.730994165,1,0,0,0,,,,,,,
1608853,0,46572,0.730994165,1,0,0,0,,,,,,,
1608847,0,46573,0.730994165,1,0,0,0,,,,,,,
1608842,0,46574,0.730994165,1,0,0,0,,,,,,,
1608824,0,46575,0.730994165,1,0,0,0,,,,,,,
1608782,0,46576,0.730994165,1,0,0,0,,,,,,,
1608776,0,46577,0.730994165,1,0,0,0,,,,,,,
1608754,0,46578,0.730994165,1,0,0,0,,,,,,,
1608749,0,46579,0.730994165,1,0,0,0,,,,,,,
1608743,0,46580,0.730994165,1,0,0,0,,,,,,,
1608649,0,46581,0.730994165,1,0,0,0,,,,,,,
1608637,0,46582,0.730994165,1,0,0,0,,,,,,,
1608585,0,46583,0.730994165,1,0,0,0,,,,,,,
1607368,0,46584,0.730994165,1,0,0,0,,,,,,,
1607362,0,46585,0.730994165,1,0,0,0,,,,,,,
1607358,0,46586,0.730994165,1,0,0,0,,,,,,,
1607328,0,46587,0.730994165,1,0,0,0,,,,,,,
1607308,0,46588,0.730994165,1,0,0,0,,,,,,,
1607297,0,46589,0.730994165,1,0,0,0,,,,,,,
1607245,0,46590,0.730994165,1,0,0,0,,,,,,,
1607220,0,46591,0.730994165,1,0,0,0,,,,,,,
1607180,0,46592,0.730994165,1,0,0,0,,,,,,,
1607168,0,46593,0.730994165,1,0,0,0,,,,,,,
1607158,0,46594,0.730994165,1,0,0,0,,,,,,,
1607042,0,46595,0.730994165,1,0,0,0,,,,,,,
1606919,0,46596,0.730994165,1,0,0,0,,,,,,,
1606862,0,46597,0.730994165,1,0,0,0,,,,,,,
1606772,0,46598,0.730994165,1,0,0,0,,,,,,,
1606750,0,46599,0.730994165,1,0,0,0,,,,,,,
1606190,0,46600,0.730994165,1,0,0,0,,,,,,,
1606160,0,46601,0.730994165,1,0,0,0,,,,,,,
1606104,0,46602,0.730994165,1,0,0,0,,,,,,,
1606090,0,46603,0.730994165,1,0,0,0,,,,,,,
1606047,0,46604,0.730994165,1,0,0,0,,,,,,,
1605997,0,46605,0.730994165,1,0,0,0,,,,,,,
1605839,0,46606,0.730994165,1,0,0,0,,,,,,,
1605775,0,46607,0.730994165,1,0,0,0,,,,,,,
1605759,0,46608,0.730994165,1,0,0,0,,,,,,,
1605656,0,46609,0.730994165,1,0,0,0,,,,,,,
1605626,0,46610,0.730994165,1,0,0,0,,,,,,,
1605594,0,46611,0.730994165,1,0,0,0,,,,,,,
1603843,0,46612,0.730994165,1,0,0,0,,,,,,,
1603825,0,46613,0.730994165,1,0,0,0,,,,,,,
1603815,0,46614,0.730994165,1,0,0,0,,,,,,,
1603803,0,46615,0.730994165,1,0,0,0,,,,,,,
1603793,0,46616,0.730994165,1,0,0,0,,,,,,,
1603741,0,46617,0.730994165,1,0,0,0,,,,,,,
1603729,0,46618,0.730994165,1,0,0,0,,,,,,,
1603695,0,46619,0.730994165,1,0,0,0,,,,,,,
1603641,0,46620,0.730994165,1,0,0,0,,,,,,,
1603618,0,46621,0.730994165,1,0,0,0,,,,,,,
1603520,0,46622,0.730994165,1,0,0,0,,,,,,,
1603324,0,46623,0.730994165,1,0,0,0,,,,,,,
1603182,0,46624,0.730994165,1,0,0,0,,,,,,,
1602948,0,46625,0.730994165,1,0,0,0,,,,,,,
1602815,0,46626,0.730994165,1,0,0,0,,,,,,,
1602774,0,46627,0.730994165,1,0,0,0,,,,,,,
1602628,0,46628,0.730994165,1,0,0,0,,,,,,,
1602490,0,46629,0.730994165,1,0,0,0,,,,,,,
1602444,0,46630,0.730994165,1,0,0,0,,,,,,,
1602339,0,46631,0.730994165,1,0,0,0,,,,,,,
1602212,0,46632,0.730994165,1,0,0,0,,,,,,,
1602154,0,46633,0.730994165,1,0,0,0,,,,,,,
1602100,0,46634,0.730994165,1,0,0,0,,,,,,,
1602064,0,46635,0.730994165,1,0,0,0,,,,,,,
1602028,0,46636,0.730994165,1,0,0,0,,,,,,,
1601994,0,46637,0.730994165,1,0,0,0,,,,,,,
1601970,0,46638,0.730994165,1,0,0,0,,,,,,,
1601880,0,46639,0.730994165,1,0,0,0,,,,,,,
1601871,0,46640,0.730994165,1,0,0,0,,,,,,,
1601819,0,46641,0.730994165,1,0,0,0,,,,,,,
1601731,0,46642,0.730994165,1,0,0,0,,,,,,,
1601691,0,46643,0.730994165,1,0,0,0,,,,,,,
1601665,0,46644,0.730994165,1,0,0,0,,,,,,,
1601662,0,46645,0.730994165,1,0,0,0,,,,,,,
1601647,0,46646,0.730994165,1,0,0,0,,,,,,,
1601556,0,46647,0.730994165,1,0,0,0,,,,,,,
1601522,0,46648,0.730994165,1,0,0,0,,,,,,,
1601503,0,46649,0.730994165,1,0,0,0,,,,,,,
1601477,0,46650,0.730994165,1,0,0,0,,,,,,,
1601425,0,46651,0.730994165,1,0,0,0,,,,,,,
1601420,0,46652,0.730994165,1,0,0,0,,,,,,,
1601163,0,46653,0.730994165,1,0,0,0,,,,,,,
1601140,0,46654,0.730994165,1,0,0,0,,,,,,,
1601133,0,46655,0.730994165,1,0,0,0,,,,,,,
1601075,0,46656,0.730994165,1,0,0,0,,,,,,,
1601032,0,46657,0.730994165,1,0,0,0,,,,,,,
1601003,0,46658,0.730994165,1,0,0,0,,,,,,,
1600998,0,46659,0.730994165,1,0,0,0,,,,,,,
1600991,0,46660,0.730994165,1,0,0,0,,,,,,,
1600984,0,46661,0.730994165,1,0,0,0,,,,,,,
1600977,0,46662,0.730994165,1,0,0,0,,,,,,,
1600962,0,46663,0.730994165,1,0,0,0,,,,,,,
1600894,0,46664,0.730994165,1,0,0,0,,,,,,,
1599002,0,46665,0.730994165,1,0,0,0,,,,,,,
1598984,0,46666,0.730994165,1,0,0,0,,,,,,,
1598960,0,46667,0.730994165,1,0,0,0,,,,,,,
1598943,0,46668,0.730994165,1,0,0,0,,,,,,,
1598909,0,46669,0.730994165,1,0,0,0,,,,,,,
1598789,0,46670,0.730994165,1,0,0,0,,,,,,,
1598737,0,46671,0.730994165,1,0,0,0,,,,,,,
1598716,0,46672,0.730994165,1,0,0,0,,,,,,,
1598661,0,46673,0.730994165,1,0,0,0,,,,,,,
1598619,0,46674,0.730994165,1,0,0,0,,,,,,,
1598538,0,46675,0.730994165,1,0,0,0,,,,,,,
1598497,0,46676,0.730994165,1,0,0,0,,,,,,,
1598466,0,46677,0.730994165,1,0,0,0,,,,,,,
1598412,0,46678,0.730994165,1,0,0,0,,,,,,,
1598382,0,46679,0.730994165,1,0,0,0,,,,,,,
1598340,0,46680,0.730994165,1,0,0,0,,,,,,,
1598262,0,46681,0.730994165,1,0,0,0,,,,,,,
1598174,0,46682,0.730994165,1,0,0,0,,,,,,,
1598112,0,46683,0.730994165,1,0,0,0,,,,,,,
1598090,0,46684,0.730994165,1,0,0,0,,,,,,,
1598067,0,46685,0.730994165,1,0,0,0,,,,,,,
1597997,0,46686,0.730994165,1,0,0,0,,,,,,,
1597957,0,46687,0.730994165,1,0,0,0,,,,,,,
1597889,0,46688,0.730994165,1,0,0,0,,,,,,,
1594202,0,46689,0.730994165,1,0,0,0,,,,,,,
1594165,0,46690,0.730994165,1,0,0,0,,,,,,,
1594038,0,46691,0.730994165,1,0,0,0,,,,,,,
1593760,0,46692,0.730994165,1,0,0,0,,,,,,,
1593695,0,46693,0.730994165,1,0,0,0,,,,,,,
1593541,0,46694,0.730994165,1,0,0,0,,,,,,,
1593373,0,46695,0.730994165,1,0,0,0,,,,,,,
1593297,0,46696,0.730994165,1,0,0,0,,,,,,,
1593263,0,46697,0.730994165,1,0,0,0,,,,,,,
1593178,0,46698,0.730994165,1,0,0,0,,,,,,,
1593152,0,46699,0.730994165,1,0,0,0,,,,,,,
1593063,0,46700,0.730994165,1,0,0,0,,,,,,,
1636672,0,47075,0.730994105,1,0,0,0,,,,,,,
1636642,0,47076,0.730994105,1,0,0,0,,,,,,,
1636568,0,47077,0.730994105,1,0,0,0,,,,,,,
1636553,0,47078,0.730994105,1,0,0,0,,,,,,,
1636529,0,47079,0.730994105,1,0,0,0,,,,,,,
1636513,0,47080,0.730994105,1,0,0,0,,,,,,,
1636471,0,47081,0.730994105,1,0,0,0,,,,,,,
1636467,0,47082,0.730994105,1,0,0,0,,,,,,,
1636456,0,47083,0.730994105,1,0,0,0,,,,,,,
1636452,0,47084,0.730994105,1,0,0,0,,,,,,,
1636448,0,47085,0.730994105,1,0,0,0,,,,,,,
1636398,0,47086,0.730994105,1,0,0,0,,,,,,,
1636394,0,47087,0.730994105,1,0,0,0,,,,,,,
1636332,0,47088,0.730994105,1,0,0,0,,,,,,,
1636286,0,47089,0.730994105,1,0,0,0,,,,,,,
1636226,0,47090,0.730994105,1,0,0,0,,,,,,,
1636217,0,47091,0.730994105,1,0,0,0,,,,,,,
1636210,0,47092,0.730994105,1,0,0,0,,,,,,,
1636198,0,47093,0.730994105,1,0,0,0,,,,,,,
1636188,0,47094,0.730994105,1,0,0,0,,,,,,,
1636159,0,47095,0.730994105,1,0,0,0,,,,,,,
1636153,0,47096,0.730994105,1,0,0,0,,,,,,,
1636151,0,47097,0.730994105,1,0,0,0,,,,,,,
1636114,0,47098,0.730994105,1,0,0,0,,,,,,,
1636108,0,47099,0.730994105,1,0,0,0,,,,,,,
1636100,0,47100,0.730994105,1,0,0,0,,,,,,,
1636086,0,47101,0.730994105,1,0,0,0,,,,,,,
1636084,0,47102,0.730994105,1,0,0,0,,,,,,,
1636026,0,47103,0.730994105,1,0,0,0,,,,,,,
1636024,0,47104,0.730994105,1,0,0,0,,,,,,,
1636016,0,47105,0.730994105,1,0,0,0,,,,,,,
1636013,0,47106,0.730994105,1,0,0,0,,,,,,,
1635991,0,47107,0.730994105,1,0,0,0,,,,,,,
1635935,0,47108,0.730994105,1,0,0,0,,,,,,,
1635927,0,47109,0.730994105,1,0,0,0,,,,,,,
1635899,0,47110,0.730994105,1,0,0,0,,,,,,,
1635897,0,47111,0.730994105,1,0,0,0,,,,,,,
1635885,0,47112,0.730994105,1,0,0,0,,,,,,,
1635842,0,47113,0.730994105,1,0,0,0,,,,,,,
1635786,0,47114,0.730994105,1,0,0,0,,,,,,,
1635777,0,47115,0.730994105,1,0,0,0,,,,,,,
1635733,0,47116,0.730994105,1,0,0,0,,,,,,,
1635581,0,47117,0.730994105,1,0,0,0,,,,,,,
1635537,0,47118,0.730994105,1,0,0,0,,,,,,,
1635515,0,47119,0.730994105,1,0,0,0,,,,,,,
1635505,0,47120,0.730994105,1,0,0,0,,,,,,,
1635473,0,47121,0.730994105,1,0,0,0,,,,,,,
1635449,0,47122,0.730994105,1,0,0,0,,,,,,,
1635443,0,47123,0.730994105,1,0,0,0,,,,,,,
1635433,0,47124,0.730994105,1,0,0,0,,,,,,,
1635426,0,47125,0.730994105,1,0,0,0,,,,,,,
1635382,0,47126,0.730994105,1,0,0,0,,,,,,,
1635354,0,47127,0.730994105,1,0,0,0,,,,,,,
1635311,0,47128,0.730994105,1,0,0,0,,,,,,,
1635310,0,47129,0.730994105,1,0,0,0,,,,,,,
1635306,0,47130,0.730994105,1,0,0,0,,,,,,,
1635263,0,47131,0.730994105,1,0,0,0,,,,,,,
1635261,0,47132,0.730994105,1,0,0,0,,,,,,,
1635251,0,47133,0.730994105,1,0,0,0,,,,,,,
1635199,0,47134,0.730994105,1,0,0,0,,,,,,,
1635187,0,47135,0.730994105,1,0,0,0,,,,,,,
1635169,0,47136,0.730994105,1,0,0,0,,,,,,,
