rank,node_id,node_group,score,label,pred_above_threshold,attacks,incident_edges,responsible_loss,score_minus_responsible_loss,operation,event_uuid,time_raw,time_eastern,window,target_role,srcnode,dstnode,src_type,dst_type,type_pair,node_label_text,src_label,dst_label,score_band
11,140492,FP_above_threshold,7.465018272,0,1,,8,7.465018272,0.000000000,CREATE,cb5e8d8b-415f-46b6-a083-e2762e0311c4,1569253784589000000,2019-09-23 11:49:44.589000 EDT,2019-09-23 11:49:13.019000000~2019-09-23 11:50:46.632000000,dst,11648,140492,subject,file,subject->file,file: /Device/HarddiskVolume1/documents/pptB182.tmp,subject: /Device/HarddiskVolume1/Program Files (x86)/Google/Update/GoogleUpdate.exe | C:/Windows/system32/svchost.exe -k UnistackSvcGroup,file: /Device/HarddiskVolume1/documents/pptB182.tmp,threshold to coverage (6.881-10.882)
12,118778,FP_above_threshold,7.141481876,0,1,,6,7.141481876,0.000000000,RENAME,f63d0813-f875-41a6-887b-10d489947285,1569345535633000000,2019-09-24 13:18:55.633000 EDT,2019-09-24 13:18:51.116000000~2019-09-24 13:19:52.156000000,dst,3689,118778,subject,file,subject->file,file: /Device/HarddiskVolume1/WINDOWS/Security/Database/edbtmp.log,subject: /Device/HarddiskVolume1/Windows/system32/services.exe,file: /Device/HarddiskVolume1/WINDOWS/Security/Database/edbtmp.log,threshold to coverage (6.881-10.882)
13,3689,FP_above_threshold,7.141481876,0,1,,931,7.141481876,0.000000000,RENAME,f63d0813-f875-41a6-887b-10d489947285,1569345535633000000,2019-09-24 13:18:55.633000 EDT,2019-09-24 13:18:51.116000000~2019-09-24 13:19:52.156000000,src,3689,118778,subject,file,subject->file,subject: /Device/HarddiskVolume1/Windows/system32/services.exe,subject: /Device/HarddiskVolume1/Windows/system32/services.exe,file: /Device/HarddiskVolume1/WINDOWS/Security/Database/edbtmp.log,threshold to coverage (6.881-10.882)
14,140475,FP_above_threshold,7.066771507,0,1,,4,7.066771507,0.000000000,MODIFY,4ceef75e-3d5e-4c30-bce8-b593bb13dda5,1569253720803000000,2019-09-23 11:48:40.803000 EDT,2019-09-23 11:48:02.557000000~2019-09-23 11:49:13.019000000,dst,11648,140475,subject,file,subject->file,file: /Device/HarddiskVolume1/documents/~$PHARAOH_TYPEFACE_V.10.pptx,subject: /Device/HarddiskVolume1/Program Files (x86)/Google/Update/GoogleUpdate.exe | C:/Windows/system32/svchost.exe -k UnistackSvcGroup,file: /Device/HarddiskVolume1/documents/~$PHARAOH_TYPEFACE_V.10.pptx,threshold to coverage (6.881-10.882)
15,238,FP_above_threshold,6.982260704,0,1,,109,6.982260704,0.000000000,CREATE,64744486-c93d-46aa-a1c9-29a1ea2af269,1569261465183000000,2019-09-23 13:57:45.183000 EDT,2019-09-23 13:56:57.088000000~2019-09-23 13:58:14.363000000,dst,237,238,subject,subject,subject->subject,subject: /Device/HarddiskVolume1/Program Files (x86)/Google/Update/GoogleUpdate.exe | /??/C:/Windows/system32/conhost.exe 0xffffffff -ForceV1,"subject: /Device/HarddiskVolume1/Program Files (x86)/Google/Update/GoogleUpdate.exe | ""C:/Python27/python.exe"" -c ""import sys; sys.path = ['c://ncr//mantra//runtime//Lib//site-packages//wexpect-1.0-py2.7.egg'] + sys.path;args = ['C://Windows//system32//cmd.exe']; import wexpect;wexpect.ConsoleReader(wexpect.join_args(args), 5088, 4260)""",subject: /Device/HarddiskVolume1/Program Files (x86)/Google/Update/GoogleUpdate.exe | /??/C:/Windows/system32/conhost.exe 0xffffffff -ForceV1,threshold to coverage (6.881-10.882)
16,237,FP_above_threshold,6.982260704,0,1,,180,6.982260704,0.000000000,CREATE,64744486-c93d-46aa-a1c9-29a1ea2af269,1569261465183000000,2019-09-23 13:57:45.183000 EDT,2019-09-23 13:56:57.088000000~2019-09-23 13:58:14.363000000,src,237,238,subject,subject,subject->subject,"subject: /Device/HarddiskVolume1/Program Files (x86)/Google/Update/GoogleUpdate.exe | ""C:/Python27/python.exe"" -c ""import sys; sys.path = ['c://ncr//mantra//runtime//Lib//site-packages//wexpect-1.0-py2.7.egg'] + sys.path;args = ['C://Windows//system32//cmd.exe']; import wexpect;wexpect.ConsoleReader(wexpect.join_args(args), 5088, 4260)""","subject: /Device/HarddiskVolume1/Program Files (x86)/Google/Update/GoogleUpdate.exe | ""C:/Python27/python.exe"" -c ""import sys; sys.path = ['c://ncr//mantra//runtime//Lib//site-packages//wexpect-1.0-py2.7.egg'] + sys.path;args = ['C://Windows//system32//cmd.exe']; import wexpect;wexpect.ConsoleReader(wexpect.join_args(args), 5088, 4260)""",subject: /Device/HarddiskVolume1/Program Files (x86)/Google/Update/GoogleUpdate.exe | /??/C:/Windows/system32/conhost.exe 0xffffffff -ForceV1,threshold to coverage (6.881-10.882)
17,324988,FP_above_threshold,6.917057514,0,1,,9,6.917057514,0.000000000,WRITE,2dd5b072-9a15-4ed6-95cb-a57bd7f9eff1,1569215434104000000,2019-09-23 01:10:34.104000 EDT,2019-09-23 01:10:06.366000000~2019-09-23 01:11:11.076000000,dst,16,324988,subject,file,subject->file,file: /Device/HarddiskVolume1/WINDOWS/PREFETCH/SVCHOST.EXE-383BACA3.PF,subject: /Device/HarddiskVolume1/Windows/system32/wbem/wmiprvse.exe | C:/Windows/System32/svchost.exe -k LocalSystemNetworkRestricted,file: /Device/HarddiskVolume1/WINDOWS/PREFETCH/SVCHOST.EXE-383BACA3.PF,threshold to coverage (6.881-10.882)
18,16,FP_above_threshold,6.917057514,0,1,,60121,6.917057514,0.000000000,WRITE,2dd5b072-9a15-4ed6-95cb-a57bd7f9eff1,1569215434104000000,2019-09-23 01:10:34.104000 EDT,2019-09-23 01:10:06.366000000~2019-09-23 01:11:11.076000000,src,16,324988,subject,file,subject->file,subject: /Device/HarddiskVolume1/Windows/system32/wbem/wmiprvse.exe | C:/Windows/System32/svchost.exe -k LocalSystemNetworkRestricted,subject: /Device/HarddiskVolume1/Windows/system32/wbem/wmiprvse.exe | C:/Windows/System32/svchost.exe -k LocalSystemNetworkRestricted,file: /Device/HarddiskVolume1/WINDOWS/PREFETCH/SVCHOST.EXE-383BACA3.PF,threshold to coverage (6.881-10.882)
19,145877,FP_above_threshold,6.910974026,0,1,,3,6.910974026,0.000000000,RENAME,84baaa55-c4df-4a1f-ad26-ed81e8033888,1569267156506000000,2019-09-23 15:32:36.506000 EDT,2019-09-23 15:32:17.349000000~2019-09-23 15:33:31.482000000,dst,232,145877,subject,file,subject->file,file: /Device/HarddiskVolume1/Users/zleazer/AppData/Local/Packages/Microsoft.Windows.Cortana_cw5n1h2txyewy/AppData/Indexed DB/edbtmp.log,subject: /Device/HarddiskVolume1/Windows/system32/svchost.exe | C:/Windows/system32/DllHost.exe /Processid:{973D20D7-562D-44B9-B70B-5A0F49CCDF3F},file: /Device/HarddiskVolume1/Users/zleazer/AppData/Local/Packages/Microsoft.Windows.Cortana_cw5n1h2txyewy/AppData/Indexed DB/edbtmp.log,threshold to coverage (6.881-10.882)
20,232,FP_above_threshold,6.910974026,0,1,,183,6.910974026,0.000000000,RENAME,84baaa55-c4df-4a1f-ad26-ed81e8033888,1569267156506000000,2019-09-23 15:32:36.506000 EDT,2019-09-23 15:32:17.349000000~2019-09-23 15:33:31.482000000,src,232,145877,subject,file,subject->file,subject: /Device/HarddiskVolume1/Windows/system32/svchost.exe | C:/Windows/system32/DllHost.exe /Processid:{973D20D7-562D-44B9-B70B-5A0F49CCDF3F},subject: /Device/HarddiskVolume1/Windows/system32/svchost.exe | C:/Windows/system32/DllHost.exe /Processid:{973D20D7-562D-44B9-B70B-5A0F49CCDF3F},file: /Device/HarddiskVolume1/Users/zleazer/AppData/Local/Packages/Microsoft.Windows.Cortana_cw5n1h2txyewy/AppData/Indexed DB/edbtmp.log,threshold to coverage (6.881-10.882)
21,99714,TN_high_below_threshold,6.862918377,0,0,,241,6.862918377,0.000000000,WRITE,8747e9a9-61c5-4e13-bfaa-62906c9758c4,1569267714003000000,2019-09-23 15:41:54.003000 EDT,2019-09-23 15:40:50.913000000~2019-09-23 15:41:56.132000000,dst,16,99714,subject,file,subject->file,file: /Device/HarddiskVolume1/WINDOWS/PREFETCH/TASKHOSTW.EXE-4DB99E1B.PF,subject: /Device/HarddiskVolume1/Windows/system32/wbem/wmiprvse.exe | C:/Windows/System32/svchost.exe -k LocalSystemNetworkRestricted,file: /Device/HarddiskVolume1/WINDOWS/PREFETCH/TASKHOSTW.EXE-4DB99E1B.PF,6.000 to threshold (6.881)
22,341881,TN_high_below_threshold,6.862916470,0,0,,9,6.862916470,0.000000000,CREATE,885caac6-8cfd-4f26-b63d-a8ab13efd803,1569233274738000000,2019-09-23 06:07:54.738000 EDT,2019-09-23 06:07:19.509000000~2019-09-23 06:08:22.458000000,dst,16,341881,subject,file,subject->file,file: /Device/HarddiskVolume1/WINDOWS/PREFETCH/TASKHOSTW.EXE-4DB99E1B.PF,subject: /Device/HarddiskVolume1/Windows/system32/wbem/wmiprvse.exe | C:/Windows/System32/svchost.exe -k LocalSystemNetworkRestricted,file: /Device/HarddiskVolume1/WINDOWS/PREFETCH/TASKHOSTW.EXE-4DB99E1B.PF,6.000 to threshold (6.881)
23,334266,TN_high_below_threshold,6.764931202,0,0,,2,6.764931202,0.000000000,WRITE,2157ffb6-2293-4b39-be12-63a9fcea92e9,1569227334447000000,2019-09-23 04:28:54.447000 EDT,2019-09-23 04:28:24.021000000~2019-09-23 04:29:24.555000000,dst,16,334266,subject,file,subject->file,file: /Device/HarddiskVolume1/WINDOWS/PREFETCH/PFPRE_AEC2BE03.MKD,subject: /Device/HarddiskVolume1/Windows/system32/wbem/wmiprvse.exe | C:/Windows/System32/svchost.exe -k LocalSystemNetworkRestricted,file: /Device/HarddiskVolume1/WINDOWS/PREFETCH/PFPRE_AEC2BE03.MKD,6.000 to threshold (6.881)
24,142305,TN_high_below_threshold,6.764931202,0,0,,1,6.764931202,0.000000000,WRITE,b9831698-c3dc-44eb-8410-e9d1c3d3adae,1569257664314000000,2019-09-23 12:54:24.314000 EDT,2019-09-23 12:53:57.819000000~2019-09-23 12:55:04.904000000,dst,16,142305,subject,file,subject->file,file: /Device/HarddiskVolume1/WINDOWS/PREFETCH/PFPRE_AEC2BE03.MKD,subject: /Device/HarddiskVolume1/Windows/system32/wbem/wmiprvse.exe | C:/Windows/System32/svchost.exe -k LocalSystemNetworkRestricted,file: /Device/HarddiskVolume1/WINDOWS/PREFETCH/PFPRE_AEC2BE03.MKD,6.000 to threshold (6.881)
25,354476,TN_high_below_threshold,6.764930725,0,0,,1,6.764930725,0.000000000,WRITE,7b46211a-9db2-4673-9fe7-abd739599284,1569242525779000000,2019-09-23 08:42:05.779000 EDT,2019-09-23 08:41:03.446000000~2019-09-23 08:42:33.256000000,dst,16,354476,subject,file,subject->file,file: /Device/HarddiskVolume1/WINDOWS/PREFETCH/PFPRE_AEC2BE03.MKD,subject: /Device/HarddiskVolume1/Windows/system32/wbem/wmiprvse.exe | C:/Windows/System32/svchost.exe -k LocalSystemNetworkRestricted,file: /Device/HarddiskVolume1/WINDOWS/PREFETCH/PFPRE_AEC2BE03.MKD,6.000 to threshold (6.881)
26,134773,TN_high_below_threshold,6.749517918,0,0,,10,6.749517918,0.000000000,CREATE,9e237cf3-d99d-4726-9aeb-f0368fbff232,1569250542078000000,2019-09-23 10:55:42.078000 EDT,2019-09-23 10:55:14.814000000~2019-09-23 10:56:15.397000000,dst,16,134773,subject,file,subject->file,file: /Device/HarddiskVolume1/WINDOWS/PREFETCH/WINWORD.EXE-157D232E.PF,subject: /Device/HarddiskVolume1/Windows/system32/wbem/wmiprvse.exe | C:/Windows/System32/svchost.exe -k LocalSystemNetworkRestricted,file: /Device/HarddiskVolume1/WINDOWS/PREFETCH/WINWORD.EXE-157D232E.PF,6.000 to threshold (6.881)
27,145878,TN_high_below_threshold,6.740846634,0,0,,3,6.740846634,0.000000000,RENAME,20444c2a-4749-4a10-81b0-e20c43324e9c,1569267156504000000,2019-09-23 15:32:36.504000 EDT,2019-09-23 15:32:17.349000000~2019-09-23 15:33:31.482000000,dst,232,145878,subject,file,subject->file,file: /Device/HarddiskVolume1/Users/zleazer/AppData/Local/Packages/Microsoft.Windows.Cortana_cw5n1h2txyewy/AppData/Indexed DB/edb.log,subject: /Device/HarddiskVolume1/Windows/system32/svchost.exe | C:/Windows/system32/DllHost.exe /Processid:{973D20D7-562D-44B9-B70B-5A0F49CCDF3F},file: /Device/HarddiskVolume1/Users/zleazer/AppData/Local/Packages/Microsoft.Windows.Cortana_cw5n1h2txyewy/AppData/Indexed DB/edb.log,6.000 to threshold (6.881)
28,140496,TN_high_below_threshold,6.714958191,0,0,,6,6.714958191,0.000000000,CREATE,50ed9621-4276-4cf0-9893-b66a903bf1ba,1569253785711000000,2019-09-23 11:49:45.711000 EDT,2019-09-23 11:49:13.019000000~2019-09-23 11:50:46.632000000,dst,11648,140496,subject,file,subject->file,file: /Device/HarddiskVolume1/Users/zleazer/AppData/Local/Microsoft/Windows/INetCache/Content.MSO/37D121D2.jpg,subject: /Device/HarddiskVolume1/Program Files (x86)/Google/Update/GoogleUpdate.exe | C:/Windows/system32/svchost.exe -k UnistackSvcGroup,file: /Device/HarddiskVolume1/Users/zleazer/AppData/Local/Microsoft/Windows/INetCache/Content.MSO/37D121D2.jpg,6.000 to threshold (6.881)
29,140495,TN_high_below_threshold,6.714958191,0,0,,5,6.714958191,0.000000000,CREATE,9af2f3c4-d9b3-45f8-8947-dac16b6fec88,1569253785071000000,2019-09-23 11:49:45.071000 EDT,2019-09-23 11:49:13.019000000~2019-09-23 11:50:46.632000000,dst,11648,140495,subject,file,subject->file,file: /Device/HarddiskVolume1/Users/zleazer/AppData/Local/Microsoft/Windows/INetCache/Content.MSO/CC6EDDD5.jpg,subject: /Device/HarddiskVolume1/Program Files (x86)/Google/Update/GoogleUpdate.exe | C:/Windows/system32/svchost.exe -k UnistackSvcGroup,file: /Device/HarddiskVolume1/Users/zleazer/AppData/Local/Microsoft/Windows/INetCache/Content.MSO/CC6EDDD5.jpg,6.000 to threshold (6.881)
30,140494,TN_high_below_threshold,6.714958191,0,0,,5,6.714958191,0.000000000,CREATE,c2d74d04-c5ab-4e55-bf93-479b71b8ec3f,1569253785703000000,2019-09-23 11:49:45.703000 EDT,2019-09-23 11:49:13.019000000~2019-09-23 11:50:46.632000000,dst,11648,140494,subject,file,subject->file,file: /Device/HarddiskVolume1/Users/zleazer/AppData/Local/Microsoft/Windows/INetCache/Content.MSO/DF119424.jpg,subject: /Device/HarddiskVolume1/Program Files (x86)/Google/Update/GoogleUpdate.exe | C:/Windows/system32/svchost.exe -k UnistackSvcGroup,file: /Device/HarddiskVolume1/Users/zleazer/AppData/Local/Microsoft/Windows/INetCache/Content.MSO/DF119424.jpg,6.000 to threshold (6.881)
31,141179,TN_high_below_threshold,6.710824013,0,0,,8,6.710824013,0.000000000,WRITE,0909794e-5e0e-4f9a-aef8-531ab0325619,1569256979575000000,2019-09-23 12:42:59.575000 EDT,2019-09-23 12:41:58.839000000~2019-09-23 12:43:41.518000000,dst,6,141179,subject,file,subject->file,file: /Device/HarddiskVolume1/WINDOWS/SYSTEM32/SRU/SRUDB.DAT,subject: /Device/HarddiskVolume1/Windows/system32/wbem/wmiprvse.exe | C:/Windows/system32/svchost.exe -k LocalServiceNoNetwork,file: /Device/HarddiskVolume1/WINDOWS/SYSTEM32/SRU/SRUDB.DAT,6.000 to threshold (6.881)
32,134765,TN_high_below_threshold,6.710824013,0,0,,9,6.710824013,0.000000000,WRITE,d0c1c103-ba2e-4eb0-8774-3b57d03e9b64,1569249539039000000,2019-09-23 10:38:59.039000 EDT,2019-09-23 10:38:13.905000000~2019-09-23 10:39:49.815000000,dst,6,134765,subject,file,subject->file,file: /Device/HarddiskVolume1/WINDOWS/SYSTEM32/SRU/SRUDB.DAT,subject: /Device/HarddiskVolume1/Windows/system32/wbem/wmiprvse.exe | C:/Windows/system32/svchost.exe -k LocalServiceNoNetwork,file: /Device/HarddiskVolume1/WINDOWS/SYSTEM32/SRU/SRUDB.DAT,6.000 to threshold (6.881)
33,6,TN_high_below_threshold,6.710824013,0,0,,1288,6.710824013,0.000000000,WRITE,d0c1c103-ba2e-4eb0-8774-3b57d03e9b64,1569249539039000000,2019-09-23 10:38:59.039000 EDT,2019-09-23 10:38:13.905000000~2019-09-23 10:39:49.815000000,src,6,134765,subject,file,subject->file,subject: /Device/HarddiskVolume1/Windows/system32/wbem/wmiprvse.exe | C:/Windows/system32/svchost.exe -k LocalServiceNoNetwork,subject: /Device/HarddiskVolume1/Windows/system32/wbem/wmiprvse.exe | C:/Windows/system32/svchost.exe -k LocalServiceNoNetwork,file: /Device/HarddiskVolume1/WINDOWS/SYSTEM32/SRU/SRUDB.DAT,6.000 to threshold (6.881)
34,132570,TN_high_below_threshold,6.710823536,0,0,,11,6.710823536,0.000000000,WRITE,b3f8a9d2-98d1-4e3a-b2d5-f15e30cc3af4,1569245879038000000,2019-09-23 09:37:59.038000 EDT,2019-09-23 09:37:21.264000000~2019-09-23 09:38:35.024000000,dst,6,132570,subject,file,subject->file,file: /Device/HarddiskVolume1/WINDOWS/SYSTEM32/SRU/SRUDB.DAT,subject: /Device/HarddiskVolume1/Windows/system32/wbem/wmiprvse.exe | C:/Windows/system32/svchost.exe -k LocalServiceNoNetwork,file: /Device/HarddiskVolume1/WINDOWS/SYSTEM32/SRU/SRUDB.DAT,6.000 to threshold (6.881)
35,325180,TN_high_below_threshold,6.679225445,0,0,,8,6.679225445,0.000000000,CREATE,2009a845-2cc7-4c71-acef-dd51b394ee45,1569215445027000000,2019-09-23 01:10:45.027000 EDT,2019-09-23 01:10:06.366000000~2019-09-23 01:11:11.076000000,dst,16,325180,subject,file,subject->file,file: /Device/HarddiskVolume1/WINDOWS/PREFETCH/RUNONCE.EXE-21038459.PF,subject: /Device/HarddiskVolume1/Windows/system32/wbem/wmiprvse.exe | C:/Windows/System32/svchost.exe -k LocalSystemNetworkRestricted,file: /Device/HarddiskVolume1/WINDOWS/PREFETCH/RUNONCE.EXE-21038459.PF,6.000 to threshold (6.881)
36,134384,TN_high_below_threshold,6.679225445,0,0,,13,6.679225445,0.000000000,CREATE,c108f865-f299-4c9e-aef5-686d66253a5d,1569250508388000000,2019-09-23 10:55:08.388000 EDT,2019-09-23 10:54:10.673000000~2019-09-23 10:55:14.813000000,dst,16,134384,subject,file,subject->file,file: /Device/HarddiskVolume1/WINDOWS/PREFETCH/RUNONCE.EXE-21038459.PF,subject: /Device/HarddiskVolume1/Windows/system32/wbem/wmiprvse.exe | C:/Windows/System32/svchost.exe -k LocalSystemNetworkRestricted,file: /Device/HarddiskVolume1/WINDOWS/PREFETCH/RUNONCE.EXE-21038459.PF,6.000 to threshold (6.881)
37,325903,TN_high_below_threshold,6.639173031,0,0,,6,6.639173031,0.000000000,CREATE,0eda1ce1-4dac-4d44-b02a-3dc0ef8bebb9,1569215408621000000,2019-09-23 01:10:08.621000 EDT,2019-09-23 01:10:06.366000000~2019-09-23 01:11:11.076000000,dst,1,325903,subject,file,subject->file,file: /Device/HarddiskVolume1/Windows/System32/WDI/LogFiles/SecondaryLogonCKCL.etl,subject: System,file: /Device/HarddiskVolume1/Windows/System32/WDI/LogFiles/SecondaryLogonCKCL.etl,6.000 to threshold (6.881)
38,135272,TN_high_below_threshold,6.639173031,0,0,,6,6.639173031,0.000000000,CREATE,ccc79e09-e090-4ca9-85c5-910e3e20fa43,1569250460804000000,2019-09-23 10:54:20.804000 EDT,2019-09-23 10:54:10.673000000~2019-09-23 10:55:14.813000000,dst,1,135272,subject,file,subject->file,file: /Device/HarddiskVolume1/Windows/System32/WDI/LogFiles/SecondaryLogonCKCL.etl,subject: System,file: /Device/HarddiskVolume1/Windows/System32/WDI/LogFiles/SecondaryLogonCKCL.etl,6.000 to threshold (6.881)
39,335419,TN_high_below_threshold,6.639172077,0,0,,7,6.639172077,0.000000000,CREATE,2b71fa38-49b0-43dc-961f-6d931bc5139e,1569227337475000000,2019-09-23 04:28:57.475000 EDT,2019-09-23 04:28:24.021000000~2019-09-23 04:29:24.555000000,dst,1,335419,subject,file,subject->file,file: /Device/HarddiskVolume1/Windows/System32/WDI/LogFiles/SecondaryLogonCKCL.etl,subject: System,file: /Device/HarddiskVolume1/Windows/System32/WDI/LogFiles/SecondaryLogonCKCL.etl,6.000 to threshold (6.881)
