node_group,node_group_label,operation,type_pair,target_role,src_label,dst_label,attack,short_attack,endpoint_pair,short_endpoint_pair,count,fraction
TN_high_below_threshold,Top 500 benign nodes just below threshold,CREATE,subject->subject,dst,subject: /Device/HarddiskVolume1/Windows/system32/cmd.exe,"subject: reg.exe | reg  add HKEY_CURRENT_USER/Software/Microsoft/Office/Common/UserInfo /t REG_SZ /v UserName /d ""zleazer"" /f /reg:64",benign,benign,"subject: /Device/HarddiskVolume1/Windows/system32/cmd.exe -> subject: reg.exe | reg  add HKEY_CURRENT_USER/Software/Microsoft/Office/Common/UserInfo /t REG_SZ /v UserName /d ""zleazer"" /f /reg:64",system32/cmd.exe --> reg.exe,4,0.008000000
TN_high_below_threshold,Top 500 benign nodes just below threshold,CREATE,subject->subject,dst,subject: /Device/HarddiskVolume1/Windows/system32/svchost.exe,"subject: /Device/HarddiskVolume1/Windows/system32/svchost.exe | ""C:/Program Files/WindowsApps/Microsoft.WindowsStore_11701.1001.87.0_x64__8wekyb3d8bbwe/WinStore.App.exe"" -ServerName:App.AppXc75wvwned5vhz4xyxxecvgdjhdkgsdza.mca",benign,benign,"subject: /Device/HarddiskVolume1/Windows/system32/svchost.exe -> subject: /Device/HarddiskVolume1/Windows/system32/svchost.exe | ""C:/Program Files/WindowsApps/Microsoft.WindowsStore_11701.1001.87.0_x64__8wekyb3d8bbwe/WinStore.App.exe"" -ServerName:App.AppXc75wvwned5vhz4xyxxecvgdjhdkgsdza.mca",system32/svchost.exe --> system32/svchost.exe,4,0.008000000
TN_high_below_threshold,Top 500 benign nodes just below threshold,CREATE,subject->subject,dst,subject: /Device/HarddiskVolume1/Windows/system32/svchost.exe,"subject: /Device/HarddiskVolume1/Windows/system32/backgroundTaskHost.exe | ""C:/Windows/system32/backgroundTaskHost.exe"" -ServerName:App.AppXwmnqm0nvq2b90pwvr42qmtdjp7cj3w82.mca",benign,benign,"subject: /Device/HarddiskVolume1/Windows/system32/svchost.exe -> subject: /Device/HarddiskVolume1/Windows/system32/backgroundTaskHost.exe | ""C:/Windows/system32/backgroundTaskHost.exe"" -ServerName:App.AppXwmnqm0nvq2b90pwvr42qmtdjp7cj3w82.mca",system32/svchost.exe --> system32/backgroundTaskHost.exe,4,0.008000000
TN_high_below_threshold,Top 500 benign nodes just below threshold,WRITE,subject->file,dst,subject: /Device/HarddiskVolume1/Windows/system32/wbem/wmiprvse.exe | C:/Windows/System32/svchost.exe -k LocalSystemNetworkRestricted,file: /Device/HarddiskVolume1/WINDOWS/PREFETCH/PFPRE_AEC2BE03.MKD,benign,benign,subject: /Device/HarddiskVolume1/Windows/system32/wbem/wmiprvse.exe | C:/Windows/System32/svchost.exe -k LocalSystemNetworkRestricted -> file: /Device/HarddiskVolume1/WINDOWS/PREFETCH/PFPRE_AEC2BE03.MKD,wbem/wmiprvse.exe --> PREFETCH/PFPRE_AEC2BE03.MKD,3,0.006000000
TN_high_below_threshold,Top 500 benign nodes just below threshold,WRITE,subject->file,dst,subject: /Device/HarddiskVolume1/Windows/system32/wbem/wmiprvse.exe | C:/Windows/system32/svchost.exe -k LocalServiceNoNetwork,file: /Device/HarddiskVolume1/WINDOWS/SYSTEM32/SRU/SRUDB.DAT,benign,benign,subject: /Device/HarddiskVolume1/Windows/system32/wbem/wmiprvse.exe | C:/Windows/system32/svchost.exe -k LocalServiceNoNetwork -> file: /Device/HarddiskVolume1/WINDOWS/SYSTEM32/SRU/SRUDB.DAT,wbem/wmiprvse.exe --> SRU/SRUDB.DAT,3,0.006000000
TN_high_below_threshold,Top 500 benign nodes just below threshold,DELETE,subject->file,dst,subject: System,file: /Device/HarddiskVolume1/Windows/system32/Logfiles/WMI/RtBackup/EtwRTAdmin_PS_Provider.etl,benign,benign,subject: System -> file: /Device/HarddiskVolume1/Windows/system32/Logfiles/WMI/RtBackup/EtwRTAdmin_PS_Provider.etl,System --> RtBackup/EtwRTAdmin_PS_Provider.etl,3,0.006000000
TN_high_below_threshold,Top 500 benign nodes just below threshold,DELETE,subject->file,dst,subject: System,file: /Device/HarddiskVolume1/Windows/System32/LogFiles/WMI/RtBackup/EtwRTrundownCollector.etl,benign,benign,subject: System -> file: /Device/HarddiskVolume1/Windows/System32/LogFiles/WMI/RtBackup/EtwRTrundownCollector.etl,System --> RtBackup/EtwRTrundownCollector.etl,3,0.006000000
TN_high_below_threshold,Top 500 benign nodes just below threshold,CREATE,subject->file,dst,subject: System,file: /Device/HarddiskVolume1/Windows/System32/LogFiles/WMI/RtBackup/EtwRTMsULtrace.etl,benign,benign,subject: System -> file: /Device/HarddiskVolume1/Windows/System32/LogFiles/WMI/RtBackup/EtwRTMsULtrace.etl,System --> RtBackup/EtwRTMsULtrace.etl,3,0.006000000
TN_high_below_threshold,Top 500 benign nodes just below threshold,CREATE,subject->subject,dst,subject: /Device/HarddiskVolume1/Windows/system32/cmd.exe,"subject: reg.exe | reg  add HKEY_CURRENT_USER/Software/Microsoft/Office/Common/UserInfo /t REG_SZ /v Company /d ""Name of Company Here"" /f /reg:64",benign,benign,"subject: /Device/HarddiskVolume1/Windows/system32/cmd.exe -> subject: reg.exe | reg  add HKEY_CURRENT_USER/Software/Microsoft/Office/Common/UserInfo /t REG_SZ /v Company /d ""Name of Company Here"" /f /reg:64",system32/cmd.exe --> reg.exe,3,0.006000000
TN_high_below_threshold,Top 500 benign nodes just below threshold,CREATE,subject->subject,dst,subject: %SystemRoot%/system32/csrss.exe | C:/Python27/python.EXE C:/ncr/kickoff/kickoff.py -d C:/ncr/kickoff -m AUTOLOGIN,"subject: /Device/HarddiskVolume1/Windows/system32/cmd.exe | C:/Windows/system32/cmd.exe /c ""schtasks /create /tn KickoffAutoLoginRandom /tr ""python C:/ncr/kickoff/kickoff.py -d C:/ncr/kickoff -m AUTOLOGIN"" /sc MINUTE /mo 30 /ru ""SYSTEM""""",benign,benign,"subject: %SystemRoot%/system32/csrss.exe | C:/Python27/python.EXE C:/ncr/kickoff/kickoff.py -d C:/ncr/kickoff -m AUTOLOGIN -> subject: /Device/HarddiskVolume1/Windows/system32/cmd.exe | C:/Windows/system32/cmd.exe /c ""schtasks /create /tn KickoffAutoLoginRandom /tr ""python C:/ncr/kickoff/kickoff.py -d C:/ncr/kickoff -m AUTOLOGIN"" /sc MINUTE /mo 30 /ru ""SYSTEM""""",%SystemRoot%/system32/csrss.exe --> system32/cmd.exe,3,0.006000000
TN_high_below_threshold,Top 500 benign nodes just below threshold,CREATE,subject->subject,src,subject: %SystemRoot%/system32/csrss.exe | C:/Python27/python.EXE C:/ncr/kickoff/kickoff.py -d C:/ncr/kickoff -m AUTOLOGIN,"subject: /Device/HarddiskVolume1/Windows/system32/cmd.exe | C:/Windows/system32/cmd.exe /c ""schtasks /create /tn KickoffAutoLoginRandom /tr ""python C:/ncr/kickoff/kickoff.py -d C:/ncr/kickoff -m AUTOLOGIN"" /sc MINUTE /mo 30 /ru ""SYSTEM""""",benign,benign,"subject: %SystemRoot%/system32/csrss.exe | C:/Python27/python.EXE C:/ncr/kickoff/kickoff.py -d C:/ncr/kickoff -m AUTOLOGIN -> subject: /Device/HarddiskVolume1/Windows/system32/cmd.exe | C:/Windows/system32/cmd.exe /c ""schtasks /create /tn KickoffAutoLoginRandom /tr ""python C:/ncr/kickoff/kickoff.py -d C:/ncr/kickoff -m AUTOLOGIN"" /sc MINUTE /mo 30 /ru ""SYSTEM""""",%SystemRoot%/system32/csrss.exe --> system32/cmd.exe,3,0.006000000
TN_high_below_threshold,Top 500 benign nodes just below threshold,CREATE,subject->subject,dst,subject: %SystemRoot%/system32/csrss.exe | C:/Python27/python.EXE C:/ncr/kickoff/kickoff.py -d C:/ncr/kickoff -m AUTOLOGIN,"subject: %SystemRoot%/system32/csrss.exe | C:/Windows/system32/cmd.exe /c ""schtasks /create /tn KickoffAutoLoginRandom /tr ""python C:/ncr/kickoff/kickoff.py -d C:/ncr/kickoff -m AUTOLOGIN"" /sc MINUTE /mo 30 /ru ""SYSTEM""""",benign,benign,"subject: %SystemRoot%/system32/csrss.exe | C:/Python27/python.EXE C:/ncr/kickoff/kickoff.py -d C:/ncr/kickoff -m AUTOLOGIN -> subject: %SystemRoot%/system32/csrss.exe | C:/Windows/system32/cmd.exe /c ""schtasks /create /tn KickoffAutoLoginRandom /tr ""python C:/ncr/kickoff/kickoff.py -d C:/ncr/kickoff -m AUTOLOGIN"" /sc MINUTE /mo 30 /ru ""SYSTEM""""",%SystemRoot%/system32/csrss.exe --> %SystemRoot%/system32/csrss.exe,3,0.006000000
TN_high_below_threshold,Top 500 benign nodes just below threshold,CREATE,subject->subject,src,subject: %SystemRoot%/system32/csrss.exe | C:/Python27/python.EXE C:/ncr/kickoff/kickoff.py -d C:/ncr/kickoff -m AUTOLOGIN,"subject: %SystemRoot%/system32/csrss.exe | C:/Windows/system32/cmd.exe /c ""schtasks /create /tn KickoffAutoLoginRandom /tr ""python C:/ncr/kickoff/kickoff.py -d C:/ncr/kickoff -m AUTOLOGIN"" /sc MINUTE /mo 30 /ru ""SYSTEM""""",benign,benign,"subject: %SystemRoot%/system32/csrss.exe | C:/Python27/python.EXE C:/ncr/kickoff/kickoff.py -d C:/ncr/kickoff -m AUTOLOGIN -> subject: %SystemRoot%/system32/csrss.exe | C:/Windows/system32/cmd.exe /c ""schtasks /create /tn KickoffAutoLoginRandom /tr ""python C:/ncr/kickoff/kickoff.py -d C:/ncr/kickoff -m AUTOLOGIN"" /sc MINUTE /mo 30 /ru ""SYSTEM""""",%SystemRoot%/system32/csrss.exe --> %SystemRoot%/system32/csrss.exe,3,0.006000000
TN_high_below_threshold,Top 500 benign nodes just below threshold,CREATE,subject->subject,src,subject: %SystemRoot%/system32/csrss.exe | C:/Python27/python.EXE C:/ncr/kickoff/kickoff.py -d C:/ncr/kickoff -m AUTOLOGIN,"subject: /Device/HarddiskVolume1/Windows/system32/cmd.exe | C:/Windows/system32/cmd.exe /c ""schtasks /query /tn ""KickoffAutoLoginRandom""""",benign,benign,"subject: %SystemRoot%/system32/csrss.exe | C:/Python27/python.EXE C:/ncr/kickoff/kickoff.py -d C:/ncr/kickoff -m AUTOLOGIN -> subject: /Device/HarddiskVolume1/Windows/system32/cmd.exe | C:/Windows/system32/cmd.exe /c ""schtasks /query /tn ""KickoffAutoLoginRandom""""",%SystemRoot%/system32/csrss.exe --> system32/cmd.exe,3,0.006000000
TN_high_below_threshold,Top 500 benign nodes just below threshold,CREATE,subject->subject,dst,subject: /Device/HarddiskVolume1/Windows/system32/cmd.exe,subject: reg.exe | reg  add HKEY_CURRENT_USER/Software/Microsoft/Office/15.0/Outlook/Security /t REG_DWORD /v PromptOOMSend /d 2 /f /reg:64,benign,benign,subject: /Device/HarddiskVolume1/Windows/system32/cmd.exe -> subject: reg.exe | reg  add HKEY_CURRENT_USER/Software/Microsoft/Office/15.0/Outlook/Security /t REG_DWORD /v PromptOOMSend /d 2 /f /reg:64,system32/cmd.exe --> reg.exe,3,0.006000000
TN_high_below_threshold,Top 500 benign nodes just below threshold,CREATE,subject->subject,dst,subject: %SystemRoot%/system32/csrss.exe | /??/C:/Windows/system32/conhost.exe 0xffffffff -ForceV1,subject: /Device/HarddiskVolume1/Windows/system32/conhost.exe,benign,benign,subject: %SystemRoot%/system32/csrss.exe | /??/C:/Windows/system32/conhost.exe 0xffffffff -ForceV1 -> subject: /Device/HarddiskVolume1/Windows/system32/conhost.exe,%SystemRoot%/system32/csrss.exe --> system32/conhost.exe,3,0.006000000
TN_high_below_threshold,Top 500 benign nodes just below threshold,CREATE,subject->subject,src,subject: %SystemRoot%/system32/csrss.exe | /??/C:/Windows/system32/conhost.exe 0xffffffff -ForceV1,subject: /Device/HarddiskVolume1/Windows/system32/conhost.exe,benign,benign,subject: %SystemRoot%/system32/csrss.exe | /??/C:/Windows/system32/conhost.exe 0xffffffff -ForceV1 -> subject: /Device/HarddiskVolume1/Windows/system32/conhost.exe,%SystemRoot%/system32/csrss.exe --> system32/conhost.exe,3,0.006000000
TN_high_below_threshold,Top 500 benign nodes just below threshold,CREATE,subject->subject,dst,subject: NETSTAT.EXE,subject: /Device/HarddiskVolume1/Windows/system32/conhost.exe | /??/C:/Windows/system32/conhost.exe 0xffffffff -ForceV1,benign,benign,subject: NETSTAT.EXE -> subject: /Device/HarddiskVolume1/Windows/system32/conhost.exe | /??/C:/Windows/system32/conhost.exe 0xffffffff -ForceV1,NETSTAT.EXE --> system32/conhost.exe,3,0.006000000
TN_high_below_threshold,Top 500 benign nodes just below threshold,CREATE,subject->subject,src,subject: NETSTAT.EXE,subject: /Device/HarddiskVolume1/Windows/system32/conhost.exe | /??/C:/Windows/system32/conhost.exe 0xffffffff -ForceV1,benign,benign,subject: NETSTAT.EXE -> subject: /Device/HarddiskVolume1/Windows/system32/conhost.exe | /??/C:/Windows/system32/conhost.exe 0xffffffff -ForceV1,NETSTAT.EXE --> system32/conhost.exe,3,0.006000000
TN_high_below_threshold,Top 500 benign nodes just below threshold,CREATE,subject->subject,dst,subject: /Device/HarddiskVolume1/Windows/system32/svchost.exe,"subject: /Device/HarddiskVolume1/Windows/system32/svchost.exe | ""C:/Windows/SystemApps/Microsoft.Windows.Cortana_cw5n1h2txyewy/SearchUI.exe"" -ServerName:CortanaUI.AppXa50dqqa5gqv4a428c9y1jjw7m3btvepj.mca",benign,benign,"subject: /Device/HarddiskVolume1/Windows/system32/svchost.exe -> subject: /Device/HarddiskVolume1/Windows/system32/svchost.exe | ""C:/Windows/SystemApps/Microsoft.Windows.Cortana_cw5n1h2txyewy/SearchUI.exe"" -ServerName:CortanaUI.AppXa50dqqa5gqv4a428c9y1jjw7m3btvepj.mca",system32/svchost.exe --> system32/svchost.exe,3,0.006000000
TN_high_below_threshold,Top 500 benign nodes just below threshold,CREATE,subject->subject,dst,subject: /Device/HarddiskVolume1/Windows/system32/cmd.exe,subject: reg.exe | reg  add HKEY_CURRENT_USER/Software/Microsoft/Office/15.0/Outlook/AutoDiscover /t REG_DWORD /v ExcludeHttpsAutoDiscoverDomain /d 1 /f /reg:64,benign,benign,subject: /Device/HarddiskVolume1/Windows/system32/cmd.exe -> subject: reg.exe | reg  add HKEY_CURRENT_USER/Software/Microsoft/Office/15.0/Outlook/AutoDiscover /t REG_DWORD /v ExcludeHttpsAutoDiscoverDomain /d 1 /f /reg:64,system32/cmd.exe --> reg.exe,3,0.006000000
TN_high_below_threshold,Top 500 benign nodes just below threshold,CREATE,subject->subject,dst,subject: /Device/HarddiskVolume1/Windows/system32/cmd.exe,subject: reg.exe | reg  add HKEY_CURRENT_USER/Software/Microsoft/Office/15.0/Common/PTWatson /t REG_DWORD PTWOptIn /d 0 /f /reg:64,benign,benign,subject: /Device/HarddiskVolume1/Windows/system32/cmd.exe -> subject: reg.exe | reg  add HKEY_CURRENT_USER/Software/Microsoft/Office/15.0/Common/PTWatson /t REG_DWORD PTWOptIn /d 0 /f /reg:64,system32/cmd.exe --> reg.exe,3,0.006000000
FN_below_threshold,FN: malicious below threshold,CREATE,subject->subject,dst,subject: /Device/HarddiskVolume1/Windows/system32/cmd.exe,subject: /Device/HarddiskVolume1/Windows/SysNative/qwinsta.exe | C:/Windows/SysNative/qwinsta.exe  zleazer /server 142.20.61.187,OPTC h201 attack,Attack 0,subject: /Device/HarddiskVolume1/Windows/system32/cmd.exe -> subject: /Device/HarddiskVolume1/Windows/SysNative/qwinsta.exe | C:/Windows/SysNative/qwinsta.exe  zleazer /server 142.20.61.187,system32/cmd.exe --> SysNative/qwinsta.exe,3,0.001033058
FP_above_threshold,FP: benign above threshold,MODIFY,subject->file,dst,subject: /Device/HarddiskVolume1/Program Files (x86)/Google/Update/GoogleUpdate.exe | C:/Windows/system32/svchost.exe -k UnistackSvcGroup,file: /Device/HarddiskVolume1/USERS/ZLEAZER/APPDATA/LOCAL/MICROSOFT/WINDOWS/NOTIFICATIONS/WPNDATABASE.DB,benign,benign,subject: /Device/HarddiskVolume1/Program Files (x86)/Google/Update/GoogleUpdate.exe | C:/Windows/system32/svchost.exe -k UnistackSvcGroup -> file: /Device/HarddiskVolume1/USERS/ZLEAZER/APPDATA/LOCAL/MICROSOFT/WINDOWS/NOTIFICATIONS/WPNDATABASE.DB,Update/GoogleUpdate.exe --> NOTIFICATIONS/WPNDATABASE.DB,2,0.105263158
FP_above_threshold,FP: benign above threshold,MODIFY,subject->file,src,subject: /Device/HarddiskVolume1/Program Files (x86)/Google/Update/GoogleUpdate.exe | C:/Windows/system32/svchost.exe -k UnistackSvcGroup,file: /Device/HarddiskVolume1/USERS/ZLEAZER/APPDATA/LOCAL/MICROSOFT/WINDOWS/NOTIFICATIONS/WPNDATABASE.DB,benign,benign,subject: /Device/HarddiskVolume1/Program Files (x86)/Google/Update/GoogleUpdate.exe | C:/Windows/system32/svchost.exe -k UnistackSvcGroup -> file: /Device/HarddiskVolume1/USERS/ZLEAZER/APPDATA/LOCAL/MICROSOFT/WINDOWS/NOTIFICATIONS/WPNDATABASE.DB,Update/GoogleUpdate.exe --> NOTIFICATIONS/WPNDATABASE.DB,2,0.105263158
TN_high_below_threshold,Top 500 benign nodes just below threshold,CREATE,subject->file,dst,subject: /Device/HarddiskVolume1/Windows/system32/wbem/wmiprvse.exe | C:/Windows/System32/svchost.exe -k LocalSystemNetworkRestricted,file: /Device/HarddiskVolume1/WINDOWS/PREFETCH/RUNONCE.EXE-21038459.PF,benign,benign,subject: /Device/HarddiskVolume1/Windows/system32/wbem/wmiprvse.exe | C:/Windows/System32/svchost.exe -k LocalSystemNetworkRestricted -> file: /Device/HarddiskVolume1/WINDOWS/PREFETCH/RUNONCE.EXE-21038459.PF,wbem/wmiprvse.exe --> PREFETCH/RUNONCE.EXE-21038459.PF,2,0.004000000
TN_high_below_threshold,Top 500 benign nodes just below threshold,DELETE,subject->file,dst,subject: System,file: /Device/HarddiskVolume1/Windows/System32/LogFiles/WMI/RtBackup/EtwRTDiagtrack-Listener.etl,benign,benign,subject: System -> file: /Device/HarddiskVolume1/Windows/System32/LogFiles/WMI/RtBackup/EtwRTDiagtrack-Listener.etl,System --> RtBackup/EtwRTDiagtrack-Listener.etl,2,0.004000000
TN_high_below_threshold,Top 500 benign nodes just below threshold,CREATE,subject->file,dst,subject: System,file: /Device/HarddiskVolume1/Windows/system32/WDI/LogFiles/ShutdownCKCL.etl,benign,benign,subject: System -> file: /Device/HarddiskVolume1/Windows/system32/WDI/LogFiles/ShutdownCKCL.etl,System --> LogFiles/ShutdownCKCL.etl,2,0.004000000
TN_high_below_threshold,Top 500 benign nodes just below threshold,CREATE,subject->file,dst,subject: System,file: /Device/HarddiskVolume1/Windows/System32/LogFiles/WMI/LwtNetLog.etl,benign,benign,subject: System -> file: /Device/HarddiskVolume1/Windows/System32/LogFiles/WMI/LwtNetLog.etl,System --> WMI/LwtNetLog.etl,2,0.004000000
TN_high_below_threshold,Top 500 benign nodes just below threshold,CREATE,subject->subject,dst,subject: /Device/HarddiskVolume1/Windows/system32/cmd.exe,"subject: reg.exe | reg  add HKEY_CURRENT_USER/Software/Microsoft/Office/15.0/Outlook/Options/General /t REG_SZ /v PONT_STRING /d ""8,10,11,13,28,30,31,32,35,36,37,39,40,41,42,44,46,47,48,52,53,55,56,58,59,60,63,64,65,72,73,75,76,78,79,"" /f /reg:64",benign,benign,"subject: /Device/HarddiskVolume1/Windows/system32/cmd.exe -> subject: reg.exe | reg  add HKEY_CURRENT_USER/Software/Microsoft/Office/15.0/Outlook/Options/General /t REG_SZ /v PONT_STRING /d ""8,10,11,13,28,30,31,32,35,36,37,39,40,41,42,44,46,47,48,52,53,55,56,58,59,60,63,64,65,72,73,75,76,78,79,"" /f /reg:64",system32/cmd.exe --> reg.exe,2,0.004000000
TN_high_below_threshold,Top 500 benign nodes just below threshold,CREATE,subject->subject,src,subject: /Device/HarddiskVolume1/Windows/system32/cmd.exe,"subject: reg.exe | reg  add HKEY_CURRENT_USER/Software/Microsoft/Office/15.0/Outlook/Options/General /t REG_SZ /v PONT_STRING /d ""8,10,11,13,28,30,31,32,35,36,37,39,40,41,42,44,46,47,48,52,53,55,56,58,59,60,63,64,65,72,73,75,76,78,79,"" /f /reg:64",benign,benign,"subject: /Device/HarddiskVolume1/Windows/system32/cmd.exe -> subject: reg.exe | reg  add HKEY_CURRENT_USER/Software/Microsoft/Office/15.0/Outlook/Options/General /t REG_SZ /v PONT_STRING /d ""8,10,11,13,28,30,31,32,35,36,37,39,40,41,42,44,46,47,48,52,53,55,56,58,59,60,63,64,65,72,73,75,76,78,79,"" /f /reg:64",system32/cmd.exe --> reg.exe,2,0.004000000
TN_high_below_threshold,Top 500 benign nodes just below threshold,CREATE,subject->file,dst,subject: System,file: /Device/HarddiskVolume1/Windows/system32/Logfiles/WMI/RtBackup/EtwRTAdmin_PS_Provider.etl,benign,benign,subject: System -> file: /Device/HarddiskVolume1/Windows/system32/Logfiles/WMI/RtBackup/EtwRTAdmin_PS_Provider.etl,System --> RtBackup/EtwRTAdmin_PS_Provider.etl,2,0.004000000
TN_high_below_threshold,Top 500 benign nodes just below threshold,CREATE,subject->file,dst,subject: System,file: /Device/HarddiskVolume1/Windows/System32/LogFiles/WMI/RtBackup/EtwRTMSNT_SystemTrace.etl,benign,benign,subject: System -> file: /Device/HarddiskVolume1/Windows/System32/LogFiles/WMI/RtBackup/EtwRTMSNT_SystemTrace.etl,System --> RtBackup/EtwRTMSNT_SystemTrace.etl,2,0.004000000
