src,dst,operation,event_count,first_ts_ns,last_ts_ns
511273,216308,EVENT_READ,2,1523551818788445256,1523551818788452379
642629,216191,EVENT_OPEN,2,1523551353287332002,1523551353287441364
216082,511273,EVENT_WRITE,1,1523551202294454465,1523551202294454465
216116,511273,EVENT_WRITE,1,1523551237644328544,1523551237644328544
216191,216194,EVENT_CLONE,1,1523551353293544127,1523551353293544127
216191,216233,EVENT_CLONE,1,1523551394323271623,1523551394323271623
216191,216234,EVENT_CLONE,1,1523551398173910003,1523551398173910003
216191,216238,EVENT_CLONE,1,1523551437423205781,1523551437423205781
216191,216239,EVENT_CLONE,1,1523551441785243043,1523551441785243043
216191,216244,EVENT_CLONE,1,1523551481531955310,1523551481531955310
216191,216308,EVENT_CLONE,1,1523551818780668919,1523551818780668919
216194,511273,EVENT_WRITE,1,1523551353317053855,1523551353317053855
216233,511273,EVENT_WRITE,1,1523551394331757421,1523551394331757421
216238,511273,EVENT_WRITE,1,1523551437432144511,1523551437432144511
216244,17081,EVENT_CONNECT,1,1523551481573227177,1523551481573227177
216244,17081,EVENT_SENDTO,1,1523551481573241447,1523551481573241447
216308,17139,EVENT_CONNECT,1,1523551818823619738,1523551818823619738
216308,17139,EVENT_SENDTO,1,1523551818823627326,1523551818823627326
216308,216309,EVENT_CLONE,1,1523551818875732143,1523551818875732143
216308,512168,EVENT_WRITE,1,1523551818875640831,1523551818875640831
216309,216310,EVENT_CLONE,1,1523551818878571795,1523551818878571795
216310,17140,EVENT_CONNECT,1,1523551818891463613,1523551818891463613
216310,216312,EVENT_CLONE,1,1523551818933653886,1523551818933653886
216310,216317,EVENT_CLONE,1,1523551878223248902,1523551878223248902
216310,216318,EVENT_CLONE,1,1523551879925871885,1523551879925871885
216310,216322,EVENT_CLONE,1,1523551939312165385,1523551939312165385
216310,216323,EVENT_CLONE,1,1523551940414351417,1523551940414351417
216310,216327,EVENT_CLONE,1,1523551976767549703,1523551976767549703
216310,216328,EVENT_CLONE,1,1523552003406171219,1523552003406171219
216310,216329,EVENT_CLONE,1,1523552003907161651,1523552003907161651
216310,216330,EVENT_CLONE,1,1523552004207679717,1523552004207679717
216310,216331,EVENT_CLONE,1,1523552004408095614,1523552004408095614
216310,216372,EVENT_CLONE,1,1523552278802196403,1523552278802196403
216310,216373,EVENT_CLONE,1,1523552287514595399,1523552287514595399
216310,216374,EVENT_CLONE,1,1523552287815106649,1523552287815106649
216310,216388,EVENT_CLONE,1,1523552469374336444,1523552469374336444
216310,216390,EVENT_CLONE,1,1523552473580771376,1523552473580771376
216310,216391,EVENT_CLONE,1,1523552477786541159,1523552477786541159
216310,216440,EVENT_CLONE,1,1523552514240230347,1523552514240230347
216310,216450,EVENT_CLONE,1,1523552526157445067,1523552526157445067
216310,216451,EVENT_CLONE,1,1523552527159149696,1523552527159149696
216310,216470,EVENT_CLONE,1,1523552571822702294,1523552571822702294
216310,216472,EVENT_CLONE,1,1523552612782379252,1523552612782379252
216310,216473,EVENT_CLONE,1,1523552613082840093,1523552613082840093
216310,216759,EVENT_CLONE,1,1523552826599039512,1523552826599039512
216310,216760,EVENT_CLONE,1,1523552826899654731,1523552826899654731
216310,216783,EVENT_CLONE,1,1523552910430603864,1523552910430603864
216310,216784,EVENT_CLONE,1,1523552910630860907,1523552910630860907
216310,216799,EVENT_CLONE,1,1523552947293435162,1523552947293435162
216310,216801,EVENT_CLONE,1,1523552967126166438,1523552967126166438
216310,216833,EVENT_CLONE,1,1523553020408814540,1523553020408814540
216310,216834,EVENT_CLONE,1,1523553020609268085,1523553020609268085
216310,216840,EVENT_CLONE,1,1523553026719654693,1523553026719654693
216310,216841,EVENT_CLONE,1,1523553032529134834,1523553032529134834
216310,216843,EVENT_CLONE,1,1523553038639772386,1523553038639772386
216310,216844,EVENT_CLONE,1,1523553042145461884,1523553042145461884
216390,658599,EVENT_UNLINK,1,1523552473580817746,1523552473580817746
216470,512410,EVENT_WRITE,1,1523552571822963969,1523552571822963969
216841,512410,EVENT_UNLINK,1,1523553032529176663,1523553032529176663
216933,17974,EVENT_CONNECT,1,1523553424221490754,1523553424221490754
216933,216934,EVENT_CLONE,1,1523553424223948570,1523553424223948570
216933,216973,EVENT_CLONE,1,1523553859639913927,1523553859639913927
511272,216082,EVENT_EXECUTE,1,1523551202288552768,1523551202288552768
511272,216116,EVENT_EXECUTE,1,1523551237643402131,1523551237643402131
511272,216194,EVENT_EXECUTE,1,1523551353304630331,1523551353304630331
511272,216233,EVENT_EXECUTE,1,1523551394330764524,1523551394330764524
511272,216234,EVENT_EXECUTE,1,1523551398181197324,1523551398181197324
511272,216238,EVENT_EXECUTE,1,1523551437431151550,1523551437431151550
511272,216239,EVENT_EXECUTE,1,1523551441792844221,1523551441792844221
511272,216244,EVENT_EXECUTE,1,1523551481543364366,1523551481543364366
511272,216308,EVENT_EXECUTE,1,1523551818787753350,1523551818787753350
511273,216234,EVENT_OPEN,1,1523551398182837549,1523551398182837549
511273,216239,EVENT_OPEN,1,1523551441793566145,1523551441793566145
511273,216244,EVENT_OPEN,1,1523551481544014201,1523551481544014201
511273,216308,EVENT_OPEN,1,1523551818788405573,1523551818788405573
512168,216308,EVENT_OPEN,1,1523551818875569873,1523551818875569873
512168,216310,EVENT_EXECUTE,1,1523551818890274854,1523551818890274854
512304,216374,EVENT_OPEN,1,1523552287815199050,1523552287815199050
512410,216470,EVENT_OPEN,1,1523552571822784086,1523552571822784086
512410,216473,EVENT_OPEN,1,1523552613082933377,1523552613082933377
512410,216760,EVENT_OPEN,1,1523552826899744994,1523552826899744994
512410,216784,EVENT_OPEN,1,1523552910630963664,1523552910630963664
512410,216834,EVENT_OPEN,1,1523553020609359211,1523553020609359211
513608,216933,EVENT_EXECUTE,1,1523553424209486547,1523553424209486547
642629,216082,EVENT_OPEN,1,1523551202288696610,1523551202288696610
642629,216116,EVENT_OPEN,1,1523551237643460962,1523551237643460962
642629,216194,EVENT_OPEN,1,1523551353304688640,1523551353304688640
642629,216233,EVENT_OPEN,1,1523551394330834817,1523551394330834817
642629,216234,EVENT_OPEN,1,1523551398181258689,1523551398181258689
642629,216238,EVENT_OPEN,1,1523551437431212155,1523551437431212155
642629,216239,EVENT_OPEN,1,1523551441792903171,1523551441792903171
642629,216244,EVENT_OPEN,1,1523551481543423135,1523551481543423135
642629,216308,EVENT_OPEN,1,1523551818787811901,1523551818787811901
642629,216309,EVENT_OPEN,1,1523551818878281341,1523551818878281341
642629,216310,EVENT_OPEN,1,1523551818890318857,1523551818890318857
642629,216933,EVENT_OPEN,1,1523553424209645877,1523553424209645877
642629,216934,EVENT_OPEN,1,1523553424224198140,1523553424224198140
642629,216973,EVENT_OPEN,1,1523553859640958319,1523553859640958319
658599,216331,EVENT_OPEN,1,1523552004408188401,1523552004408188401
