node_id,node_uuid,label
216834,C437B3BA-0200-0000-0000-000000000020,{'subject': '/etc/firefox/native-messaging-hosts/gtcache ./gtcache'}
216840,CA37B9BA-0200-0000-0000-000000000020,{'subject': '/etc/firefox/native-messaging-hosts/gtcache ./gtcache'}
216841,CB37BFBA-0200-0000-0000-000000000020,{'subject': '/etc/firefox/native-messaging-hosts/gtcache ./gtcache'}
216843,CD37C5BA-0200-0000-0000-000000000020,{'subject': '/etc/firefox/native-messaging-hosts/gtcache ./gtcache'}
216844,CE37C9BA-0200-0000-0000-000000000020,{'subject': '/etc/firefox/native-messaging-hosts/gtcache ./gtcache'}
216933,283847BC-0200-0000-0000-000000000020,{'subject': '/var/log/mail /var/log/mail'}
216934,293847BC-0200-0000-0000-000000000020,{'subject': '/var/log/mail /var/log/mail'}
216973,4D38FABD-0200-0000-0000-000000000020,{'subject': '/var/log/mail /var/log/mail'}
511272,0100D00F-0A01-2800-0000-00006A2F0F27,{'file': '/etc/firefox/native-messaging-hosts/pass_mgr'}
511273,0100D00F-0D01-2800-0000-00000A315129,{'file': '/etc/firefox/native-messaging-hosts/passwordfile.dat'}
512168,0100D00F-B700-2800-0000-00002BDE0334,{'file': '/etc/firefox/native-messaging-hosts/gtcache'}
512304,0100D00F-A84B-1E00-0000-000049134A16,{'file': '/var/log/wdev'}
512410,0100D00F-A60F-2400-0000-0000A43DD030,{'file': '/tmp/memtrace.so'}
513608,0100D00F-A84B-1E00-0000-00008C1CB31C,{'file': '/var/log/mail'}
642629,0100D00F-A66C-1800-0000-00003423B213,{'file': '/etc/ld.so.cache'}
658599,0100D00F-1D12-1E00-0000-00009F8F0C12,{'file': '/var/log/xdev'}
