node_group,node_group_label,operation,type_pair,target_role,src_label,dst_label,attack,short_attack,endpoint_pair,short_endpoint_pair,count,fraction
TP_above_threshold,TP: malicious above threshold,EVENT_EXECUTE,file->subject,dst,file: /tmp/pEja72mA,node 370961,Nginx backdoor 13,Attack 2,file: /tmp/pEja72mA -> node 370961,tmp/pEja72mA --> node 370961,1,0.043478261
TP_above_threshold,TP: malicious above threshold,EVENT_EXECUTE,file->subject,dst,file: /tmp/XIM,node 355357,Nginx backdoor 12; Nginx backdoor 13,Multiple attacks,file: /tmp/XIM -> node 355357,tmp/XIM --> node 355357,1,0.043478261
TP_above_threshold,TP: malicious above threshold,EVENT_EXECUTE,file->subject,dst,file: /tmp/XIM,node 355316,Nginx backdoor 12,Attack 1,file: /tmp/XIM -> node 355316,tmp/XIM --> node 355316,1,0.043478261
TP_above_threshold,TP: malicious above threshold,EVENT_EXECUTE,file->subject,dst,file: /tmp/minions,node 355247,Nginx backdoor 12,Attack 1,file: /tmp/minions -> node 355247,tmp/minions --> node 355247,1,0.043478261
TP_above_threshold,TP: malicious above threshold,EVENT_EXECUTE,file->subject,dst,file: /tmp/minions,node 355176,Nginx backdoor 12,Attack 1,file: /tmp/minions -> node 355176,tmp/minions --> node 355176,1,0.043478261
TP_above_threshold,TP: malicious above threshold,EVENT_EXECUTE,file->subject,src,file: /tmp/tmux-1002,node 354975,Nginx backdoor 12,Attack 1,file: /tmp/tmux-1002 -> node 354975,tmp/tmux-1002 --> node 354975,1,0.043478261
TP_above_threshold,TP: malicious above threshold,EVENT_EXECUTE,file->subject,dst,file: /tmp/tmux-1002,node 355056,Nginx backdoor 12,Attack 1,file: /tmp/tmux-1002 -> node 355056,tmp/tmux-1002 --> node 355056,1,0.043478261
TP_above_threshold,TP: malicious above threshold,EVENT_EXECUTE,file->subject,dst,file: /tmp/tmux-1002,node 354975,Nginx backdoor 12,Attack 1,file: /tmp/tmux-1002 -> node 354975,tmp/tmux-1002 --> node 354975,1,0.043478261
TP_above_threshold,TP: malicious above threshold,EVENT_EXECUTE,file->subject,src,file: /tmp/font,node 355276,Nginx backdoor 12,Attack 1,file: /tmp/font -> node 355276,tmp/font --> node 355276,1,0.043478261
FP_above_threshold,FP: benign above threshold,EVENT_EXECUTE,file->subject,dst,file: /tmp/font,node 355276,benign,benign,file: /tmp/font -> node 355276,tmp/font --> node 355276,1,0.000924214
TP_above_threshold,TP: malicious above threshold,EVENT_EXECUTE,file->subject,src,file: /tmp/main,node 355470,Nginx backdoor 12,Attack 1,file: /tmp/main -> node 355470,tmp/main --> node 355470,1,0.043478261
TP_above_threshold,TP: malicious above threshold,EVENT_EXECUTE,file->subject,dst,file: /tmp/main,node 355470,Nginx backdoor 12,Attack 1,file: /tmp/main -> node 355470,tmp/main --> node 355470,1,0.043478261
FP_above_threshold,FP: benign above threshold,EVENT_RECVMSG,file->subject,src,node 2677371,node 378770,benign,benign,node 2677371 -> node 378770,node 2677371 --> node 378770,1,0.000924214
FP_above_threshold,FP: benign above threshold,EVENT_RECVMSG,file->subject,src,node 2677191,node 378744,benign,benign,node 2677191 -> node 378744,node 2677191 --> node 378744,1,0.000924214
FP_above_threshold,FP: benign above threshold,EVENT_RECVMSG,file->subject,src,node 2676816,node 378689,benign,benign,node 2676816 -> node 378689,node 2676816 --> node 378689,1,0.000924214
FP_above_threshold,FP: benign above threshold,EVENT_RECVMSG,file->subject,src,node 2676357,node 378625,benign,benign,node 2676357 -> node 378625,node 2676357 --> node 378625,1,0.000924214
FP_above_threshold,FP: benign above threshold,EVENT_RECVMSG,file->subject,src,node 2676298,node 378617,benign,benign,node 2676298 -> node 378617,node 2676298 --> node 378617,1,0.000924214
FP_above_threshold,FP: benign above threshold,EVENT_RECVMSG,file->subject,src,node 2676251,node 378598,benign,benign,node 2676251 -> node 378598,node 2676251 --> node 378598,1,0.000924214
FP_above_threshold,FP: benign above threshold,EVENT_RECVMSG,file->subject,src,node 2676130,node 378581,benign,benign,node 2676130 -> node 378581,node 2676130 --> node 378581,1,0.000924214
FP_above_threshold,FP: benign above threshold,EVENT_RECVMSG,file->subject,src,node 2676069,node 378563,benign,benign,node 2676069 -> node 378563,node 2676069 --> node 378563,1,0.000924214
FP_above_threshold,FP: benign above threshold,EVENT_RECVMSG,file->subject,src,node 2675816,node 378530,benign,benign,node 2675816 -> node 378530,node 2675816 --> node 378530,1,0.000924214
FP_above_threshold,FP: benign above threshold,EVENT_RECVMSG,file->subject,src,node 2675507,node 378491,benign,benign,node 2675507 -> node 378491,node 2675507 --> node 378491,1,0.000924214
FP_above_threshold,FP: benign above threshold,EVENT_RECVMSG,file->subject,src,node 2672612,node 378168,benign,benign,node 2672612 -> node 378168,node 2672612 --> node 378168,1,0.000924214
FP_above_threshold,FP: benign above threshold,EVENT_RECVMSG,file->subject,src,node 2671701,node 378033,benign,benign,node 2671701 -> node 378033,node 2671701 --> node 378033,1,0.000924214
FP_above_threshold,FP: benign above threshold,EVENT_RECVMSG,file->subject,src,node 2670431,node 377909,benign,benign,node 2670431 -> node 377909,node 2670431 --> node 377909,1,0.000924214
FP_above_threshold,FP: benign above threshold,EVENT_RECVMSG,file->subject,src,node 2669357,node 377774,benign,benign,node 2669357 -> node 377774,node 2669357 --> node 377774,1,0.000924214
FP_above_threshold,FP: benign above threshold,EVENT_RECVMSG,file->subject,src,node 2669012,node 377728,benign,benign,node 2669012 -> node 377728,node 2669012 --> node 377728,1,0.000924214
FP_above_threshold,FP: benign above threshold,EVENT_RECVMSG,file->subject,src,node 2668483,node 377675,benign,benign,node 2668483 -> node 377675,node 2668483 --> node 377675,1,0.000924214
FP_above_threshold,FP: benign above threshold,EVENT_RECVMSG,file->subject,src,node 2653365,node 376016,benign,benign,node 2653365 -> node 376016,node 2653365 --> node 376016,1,0.000924214
FP_above_threshold,FP: benign above threshold,EVENT_RECVMSG,file->subject,src,node 2652900,node 375948,benign,benign,node 2652900 -> node 375948,node 2652900 --> node 375948,1,0.000924214
FP_above_threshold,FP: benign above threshold,EVENT_RECVMSG,file->subject,src,node 2651615,node 375799,benign,benign,node 2651615 -> node 375799,node 2651615 --> node 375799,1,0.000924214
FP_above_threshold,FP: benign above threshold,EVENT_RECVMSG,file->subject,src,node 2646039,node 375085,benign,benign,node 2646039 -> node 375085,node 2646039 --> node 375085,1,0.000924214
FP_above_threshold,FP: benign above threshold,EVENT_RECVMSG,file->subject,src,node 2645806,node 375056,benign,benign,node 2645806 -> node 375056,node 2645806 --> node 375056,1,0.000924214
FP_above_threshold,FP: benign above threshold,EVENT_RECVMSG,file->subject,src,node 2645678,node 375036,benign,benign,node 2645678 -> node 375036,node 2645678 --> node 375036,1,0.000924214
FP_above_threshold,FP: benign above threshold,EVENT_RECVMSG,file->subject,src,node 2645321,node 374985,benign,benign,node 2645321 -> node 374985,node 2645321 --> node 374985,1,0.000924214
FP_above_threshold,FP: benign above threshold,EVENT_RECVMSG,file->subject,src,node 2645035,node 374948,benign,benign,node 2645035 -> node 374948,node 2645035 --> node 374948,1,0.000924214
FP_above_threshold,FP: benign above threshold,EVENT_RECVMSG,file->subject,src,node 2644922,node 374925,benign,benign,node 2644922 -> node 374925,node 2644922 --> node 374925,1,0.000924214
FP_above_threshold,FP: benign above threshold,EVENT_RECVMSG,file->subject,src,node 2644613,node 374894,benign,benign,node 2644613 -> node 374894,node 2644613 --> node 374894,1,0.000924214
FP_above_threshold,FP: benign above threshold,EVENT_RECVMSG,file->subject,src,node 2644586,node 374886,benign,benign,node 2644586 -> node 374886,node 2644586 --> node 374886,1,0.000924214
FP_above_threshold,FP: benign above threshold,EVENT_RECVMSG,file->subject,src,node 2644499,node 374856,benign,benign,node 2644499 -> node 374856,node 2644499 --> node 374856,1,0.000924214
FP_above_threshold,FP: benign above threshold,EVENT_RECVMSG,file->subject,src,node 2644185,node 374821,benign,benign,node 2644185 -> node 374821,node 2644185 --> node 374821,1,0.000924214
FP_above_threshold,FP: benign above threshold,EVENT_RECVMSG,file->subject,src,node 2644060,node 374803,benign,benign,node 2644060 -> node 374803,node 2644060 --> node 374803,1,0.000924214
FP_above_threshold,FP: benign above threshold,EVENT_RECVMSG,file->subject,src,node 2643926,node 374779,benign,benign,node 2643926 -> node 374779,node 2643926 --> node 374779,1,0.000924214
FP_above_threshold,FP: benign above threshold,EVENT_RECVMSG,file->subject,src,node 2643725,node 374761,benign,benign,node 2643725 -> node 374761,node 2643725 --> node 374761,1,0.000924214
FP_above_threshold,FP: benign above threshold,EVENT_RECVMSG,file->subject,src,node 2632712,node 373556,benign,benign,node 2632712 -> node 373556,node 2632712 --> node 373556,1,0.000924214
FP_above_threshold,FP: benign above threshold,EVENT_RECVMSG,file->subject,src,node 2631950,node 373473,benign,benign,node 2631950 -> node 373473,node 2631950 --> node 373473,1,0.000924214
FP_above_threshold,FP: benign above threshold,EVENT_RECVMSG,file->subject,src,node 2631072,node 373371,benign,benign,node 2631072 -> node 373371,node 2631072 --> node 373371,1,0.000924214
FP_above_threshold,FP: benign above threshold,EVENT_RECVMSG,file->subject,src,node 2630728,node 373306,benign,benign,node 2630728 -> node 373306,node 2630728 --> node 373306,1,0.000924214
FP_above_threshold,FP: benign above threshold,EVENT_RECVMSG,file->subject,src,node 2498405,node 359954,benign,benign,node 2498405 -> node 359954,node 2498405 --> node 359954,1,0.000924214
FP_above_threshold,FP: benign above threshold,EVENT_RECVMSG,file->subject,src,node 2487995,node 358730,benign,benign,node 2487995 -> node 358730,node 2487995 --> node 358730,1,0.000924214
FP_above_threshold,FP: benign above threshold,EVENT_RECVMSG,file->subject,src,node 2480773,node 357845,benign,benign,node 2480773 -> node 357845,node 2480773 --> node 357845,1,0.000924214
FP_above_threshold,FP: benign above threshold,EVENT_RECVMSG,file->subject,src,node 2480481,node 357799,benign,benign,node 2480481 -> node 357799,node 2480481 --> node 357799,1,0.000924214
FP_above_threshold,FP: benign above threshold,EVENT_RECVMSG,file->subject,src,node 2480100,node 357744,benign,benign,node 2480100 -> node 357744,node 2480100 --> node 357744,1,0.000924214
FP_above_threshold,FP: benign above threshold,EVENT_RECVMSG,file->subject,src,node 2480042,node 357733,benign,benign,node 2480042 -> node 357733,node 2480042 --> node 357733,1,0.000924214
FP_above_threshold,FP: benign above threshold,EVENT_RECVMSG,file->subject,src,node 2479714,node 357685,benign,benign,node 2479714 -> node 357685,node 2479714 --> node 357685,1,0.000924214
FP_above_threshold,FP: benign above threshold,EVENT_RECVMSG,file->subject,src,node 2478978,node 357588,benign,benign,node 2478978 -> node 357588,node 2478978 --> node 357588,1,0.000924214
FP_above_threshold,FP: benign above threshold,EVENT_RECVMSG,file->subject,src,node 2443650,node 355060,benign,benign,node 2443650 -> node 355060,node 2443650 --> node 355060,1,0.000924214
FP_above_threshold,FP: benign above threshold,EVENT_RECVMSG,file->subject,src,node 2443396,node 355025,benign,benign,node 2443396 -> node 355025,node 2443396 --> node 355025,1,0.000924214
FP_above_threshold,FP: benign above threshold,EVENT_RECVMSG,file->subject,src,node 2443238,node 355004,benign,benign,node 2443238 -> node 355004,node 2443238 --> node 355004,1,0.000924214
FP_above_threshold,FP: benign above threshold,EVENT_RECVMSG,file->subject,src,node 2442722,node 354944,benign,benign,node 2442722 -> node 354944,node 2442722 --> node 354944,1,0.000924214
FP_above_threshold,FP: benign above threshold,EVENT_RECVMSG,file->subject,src,node 2442448,node 354886,benign,benign,node 2442448 -> node 354886,node 2442448 --> node 354886,1,0.000924214
FP_above_threshold,FP: benign above threshold,EVENT_RECVMSG,file->subject,src,node 2442241,node 354857,benign,benign,node 2442241 -> node 354857,node 2442241 --> node 354857,1,0.000924214
FP_above_threshold,FP: benign above threshold,EVENT_RECVMSG,file->subject,src,node 2439453,node 354518,benign,benign,node 2439453 -> node 354518,node 2439453 --> node 354518,1,0.000924214
FP_above_threshold,FP: benign above threshold,EVENT_RECVMSG,file->subject,src,node 2439408,node 354510,benign,benign,node 2439408 -> node 354510,node 2439408 --> node 354510,1,0.000924214
FP_above_threshold,FP: benign above threshold,EVENT_RECVMSG,file->subject,src,node 2439106,node 354475,benign,benign,node 2439106 -> node 354475,node 2439106 --> node 354475,1,0.000924214
FP_above_threshold,FP: benign above threshold,EVENT_RECVMSG,file->subject,src,node 2439001,node 354447,benign,benign,node 2439001 -> node 354447,node 2439001 --> node 354447,1,0.000924214
FP_above_threshold,FP: benign above threshold,EVENT_RECVMSG,file->subject,src,node 2438022,node 354303,benign,benign,node 2438022 -> node 354303,node 2438022 --> node 354303,1,0.000924214
FP_above_threshold,FP: benign above threshold,EVENT_RECVMSG,file->subject,src,node 2437574,node 354263,benign,benign,node 2437574 -> node 354263,node 2437574 --> node 354263,1,0.000924214
FP_above_threshold,FP: benign above threshold,EVENT_RECVMSG,file->subject,src,node 2415903,node 351850,benign,benign,node 2415903 -> node 351850,node 2415903 --> node 351850,1,0.000924214
FP_above_threshold,FP: benign above threshold,EVENT_RECVMSG,file->subject,src,node 2415110,node 351737,benign,benign,node 2415110 -> node 351737,node 2415110 --> node 351737,1,0.000924214
FP_above_threshold,FP: benign above threshold,EVENT_RECVMSG,file->subject,src,node 2414777,node 351694,benign,benign,node 2414777 -> node 351694,node 2414777 --> node 351694,1,0.000924214
FP_above_threshold,FP: benign above threshold,EVENT_RECVMSG,file->subject,src,node 2288609,node 339041,benign,benign,node 2288609 -> node 339041,node 2288609 --> node 339041,1,0.000924214
FP_above_threshold,FP: benign above threshold,EVENT_RECVMSG,file->subject,src,node 2274417,node 337437,benign,benign,node 2274417 -> node 337437,node 2274417 --> node 337437,1,0.000924214
FP_above_threshold,FP: benign above threshold,EVENT_RECVMSG,file->subject,src,node 2273813,node 337372,benign,benign,node 2273813 -> node 337372,node 2273813 --> node 337372,1,0.000924214
FP_above_threshold,FP: benign above threshold,EVENT_RECVMSG,file->subject,src,node 2272709,node 337230,benign,benign,node 2272709 -> node 337230,node 2272709 --> node 337230,1,0.000924214
FP_above_threshold,FP: benign above threshold,EVENT_RECVMSG,file->subject,src,node 2264374,node 336172,benign,benign,node 2264374 -> node 336172,node 2264374 --> node 336172,1,0.000924214
FP_above_threshold,FP: benign above threshold,EVENT_RECVMSG,file->subject,src,node 2262932,node 335985,benign,benign,node 2262932 -> node 335985,node 2262932 --> node 335985,1,0.000924214
FP_above_threshold,FP: benign above threshold,EVENT_RECVMSG,file->subject,src,node 2262359,node 335913,benign,benign,node 2262359 -> node 335913,node 2262359 --> node 335913,1,0.000924214
FP_above_threshold,FP: benign above threshold,EVENT_RECVMSG,file->subject,src,node 2262171,node 335887,benign,benign,node 2262171 -> node 335887,node 2262171 --> node 335887,1,0.000924214
FP_above_threshold,FP: benign above threshold,EVENT_RECVMSG,file->subject,src,node 2261861,node 335836,benign,benign,node 2261861 -> node 335836,node 2261861 --> node 335836,1,0.000924214
FP_above_threshold,FP: benign above threshold,EVENT_RECVMSG,file->subject,src,node 2261753,node 335821,benign,benign,node 2261753 -> node 335821,node 2261753 --> node 335821,1,0.000924214
FP_above_threshold,FP: benign above threshold,EVENT_RECVMSG,file->subject,src,node 2261124,node 335726,benign,benign,node 2261124 -> node 335726,node 2261124 --> node 335726,1,0.000924214
FP_above_threshold,FP: benign above threshold,EVENT_RECVMSG,file->subject,src,node 2254539,node 334875,benign,benign,node 2254539 -> node 334875,node 2254539 --> node 334875,1,0.000924214
FP_above_threshold,FP: benign above threshold,EVENT_RECVMSG,file->subject,src,node 2253834,node 334800,benign,benign,node 2253834 -> node 334800,node 2253834 --> node 334800,1,0.000924214
FP_above_threshold,FP: benign above threshold,EVENT_RECVMSG,file->subject,src,node 2252478,node 334612,benign,benign,node 2252478 -> node 334612,node 2252478 --> node 334612,1,0.000924214
FP_above_threshold,FP: benign above threshold,EVENT_RECVMSG,file->subject,src,node 2252373,node 334592,benign,benign,node 2252373 -> node 334592,node 2252373 --> node 334592,1,0.000924214
FP_above_threshold,FP: benign above threshold,EVENT_RECVMSG,file->subject,src,node 2238458,node 332974,benign,benign,node 2238458 -> node 332974,node 2238458 --> node 332974,1,0.000924214
FP_above_threshold,FP: benign above threshold,EVENT_RECVMSG,file->subject,src,node 2237849,node 332897,benign,benign,node 2237849 -> node 332897,node 2237849 --> node 332897,1,0.000924214
FP_above_threshold,FP: benign above threshold,EVENT_RECVMSG,file->subject,src,node 2237818,node 332889,benign,benign,node 2237818 -> node 332889,node 2237818 --> node 332889,1,0.000924214
FP_above_threshold,FP: benign above threshold,EVENT_RECVMSG,file->subject,src,node 2236864,node 332770,benign,benign,node 2236864 -> node 332770,node 2236864 --> node 332770,1,0.000924214
FP_above_threshold,FP: benign above threshold,EVENT_RECVMSG,file->subject,src,node 2236717,node 332747,benign,benign,node 2236717 -> node 332747,node 2236717 --> node 332747,1,0.000924214
FP_above_threshold,FP: benign above threshold,EVENT_RECVMSG,file->subject,src,node 2236319,node 332698,benign,benign,node 2236319 -> node 332698,node 2236319 --> node 332698,1,0.000924214
FP_above_threshold,FP: benign above threshold,EVENT_RECVMSG,file->subject,src,node 2234412,node 332472,benign,benign,node 2234412 -> node 332472,node 2234412 --> node 332472,1,0.000924214
FP_above_threshold,FP: benign above threshold,EVENT_RECVMSG,file->subject,src,node 2230951,node 332066,benign,benign,node 2230951 -> node 332066,node 2230951 --> node 332066,1,0.000924214
FP_above_threshold,FP: benign above threshold,EVENT_RECVMSG,file->subject,src,node 2230702,node 332029,benign,benign,node 2230702 -> node 332029,node 2230702 --> node 332029,1,0.000924214
FP_above_threshold,FP: benign above threshold,EVENT_RECVMSG,file->subject,src,node 2228904,node 331838,benign,benign,node 2228904 -> node 331838,node 2228904 --> node 331838,1,0.000924214
FP_above_threshold,FP: benign above threshold,EVENT_RECVMSG,file->subject,src,node 2228709,node 331817,benign,benign,node 2228709 -> node 331817,node 2228709 --> node 331817,1,0.000924214
FP_above_threshold,FP: benign above threshold,EVENT_RECVMSG,file->subject,src,node 2227686,node 331677,benign,benign,node 2227686 -> node 331677,node 2227686 --> node 331677,1,0.000924214
FP_above_threshold,FP: benign above threshold,EVENT_RECVMSG,file->subject,src,node 2227410,node 331624,benign,benign,node 2227410 -> node 331624,node 2227410 --> node 331624,1,0.000924214
FP_above_threshold,FP: benign above threshold,EVENT_RECVMSG,file->subject,src,node 2227091,node 331573,benign,benign,node 2227091 -> node 331573,node 2227091 --> node 331573,1,0.000924214
FP_above_threshold,FP: benign above threshold,EVENT_RECVMSG,file->subject,src,node 2226261,node 331461,benign,benign,node 2226261 -> node 331461,node 2226261 --> node 331461,1,0.000924214
FP_above_threshold,FP: benign above threshold,EVENT_RECVMSG,file->subject,src,node 2226051,node 331424,benign,benign,node 2226051 -> node 331424,node 2226051 --> node 331424,1,0.000924214
FP_above_threshold,FP: benign above threshold,EVENT_RECVMSG,file->subject,src,node 2225251,node 331312,benign,benign,node 2225251 -> node 331312,node 2225251 --> node 331312,1,0.000924214
FP_above_threshold,FP: benign above threshold,EVENT_RECVMSG,file->subject,src,node 2224231,node 331186,benign,benign,node 2224231 -> node 331186,node 2224231 --> node 331186,1,0.000924214
FP_above_threshold,FP: benign above threshold,EVENT_RECVMSG,file->subject,src,node 2221624,node 330858,benign,benign,node 2221624 -> node 330858,node 2221624 --> node 330858,1,0.000924214
FP_above_threshold,FP: benign above threshold,EVENT_RECVMSG,file->subject,src,node 2220776,node 330765,benign,benign,node 2220776 -> node 330765,node 2220776 --> node 330765,1,0.000924214
FP_above_threshold,FP: benign above threshold,EVENT_RECVMSG,file->subject,src,node 2220546,node 330719,benign,benign,node 2220546 -> node 330719,node 2220546 --> node 330719,1,0.000924214
FP_above_threshold,FP: benign above threshold,EVENT_RECVMSG,file->subject,src,node 2219634,node 330583,benign,benign,node 2219634 -> node 330583,node 2219634 --> node 330583,1,0.000924214
FP_above_threshold,FP: benign above threshold,EVENT_RECVMSG,file->subject,src,node 2219128,node 330533,benign,benign,node 2219128 -> node 330533,node 2219128 --> node 330533,1,0.000924214
FP_above_threshold,FP: benign above threshold,EVENT_RECVMSG,file->subject,src,node 2211851,node 329671,benign,benign,node 2211851 -> node 329671,node 2211851 --> node 329671,1,0.000924214
FP_above_threshold,FP: benign above threshold,EVENT_RECVMSG,file->subject,src,node 2211260,node 329597,benign,benign,node 2211260 -> node 329597,node 2211260 --> node 329597,1,0.000924214
FP_above_threshold,FP: benign above threshold,EVENT_RECVMSG,file->subject,src,node 1285696,node 236456,benign,benign,node 1285696 -> node 236456,node 1285696 --> node 236456,1,0.000924214
FP_above_threshold,FP: benign above threshold,EVENT_RECVMSG,file->subject,src,node 1283735,node 236245,benign,benign,node 1283735 -> node 236245,node 1283735 --> node 236245,1,0.000924214
FP_above_threshold,FP: benign above threshold,EVENT_RECVMSG,file->subject,src,node 1275095,node 235329,benign,benign,node 1275095 -> node 235329,node 1275095 --> node 235329,1,0.000924214
FP_above_threshold,FP: benign above threshold,EVENT_RECVMSG,file->subject,src,node 1273073,node 235088,benign,benign,node 1273073 -> node 235088,node 1273073 --> node 235088,1,0.000924214
FP_above_threshold,FP: benign above threshold,EVENT_RECVMSG,file->subject,src,node 1253790,node 232914,benign,benign,node 1253790 -> node 232914,node 1253790 --> node 232914,1,0.000924214
FP_above_threshold,FP: benign above threshold,EVENT_RECVMSG,file->subject,src,node 1253761,node 232905,benign,benign,node 1253761 -> node 232905,node 1253761 --> node 232905,1,0.000924214
FP_above_threshold,FP: benign above threshold,EVENT_RECVMSG,file->subject,src,node 1252885,node 232804,benign,benign,node 1252885 -> node 232804,node 1252885 --> node 232804,1,0.000924214
FP_above_threshold,FP: benign above threshold,EVENT_RECVMSG,file->subject,src,node 1251805,node 232665,benign,benign,node 1251805 -> node 232665,node 1251805 --> node 232665,1,0.000924214
FP_above_threshold,FP: benign above threshold,EVENT_RECVMSG,file->subject,src,node 1251231,node 232571,benign,benign,node 1251231 -> node 232571,node 1251231 --> node 232571,1,0.000924214
FP_above_threshold,FP: benign above threshold,EVENT_RECVMSG,file->subject,src,node 1250934,node 232543,benign,benign,node 1250934 -> node 232543,node 1250934 --> node 232543,1,0.000924214
FP_above_threshold,FP: benign above threshold,EVENT_RECVMSG,file->subject,src,node 1250172,node 232432,benign,benign,node 1250172 -> node 232432,node 1250172 --> node 232432,1,0.000924214
FP_above_threshold,FP: benign above threshold,EVENT_RECVMSG,file->subject,src,node 1249933,node 232385,benign,benign,node 1249933 -> node 232385,node 1249933 --> node 232385,1,0.000924214
FP_above_threshold,FP: benign above threshold,EVENT_RECVMSG,file->subject,src,node 1249075,node 232295,benign,benign,node 1249075 -> node 232295,node 1249075 --> node 232295,1,0.000924214
FP_above_threshold,FP: benign above threshold,EVENT_RECVMSG,file->subject,src,node 1244520,node 231740,benign,benign,node 1244520 -> node 231740,node 1244520 --> node 231740,1,0.000924214
FP_above_threshold,FP: benign above threshold,EVENT_RECVMSG,file->subject,src,node 1244185,node 231698,benign,benign,node 1244185 -> node 231698,node 1244185 --> node 231698,1,0.000924214
FP_above_threshold,FP: benign above threshold,EVENT_RECVMSG,file->subject,src,node 1243063,node 231565,benign,benign,node 1243063 -> node 231565,node 1243063 --> node 231565,1,0.000924214
FP_above_threshold,FP: benign above threshold,EVENT_RECVMSG,file->subject,src,node 1242789,node 231536,benign,benign,node 1242789 -> node 231536,node 1242789 --> node 231536,1,0.000924214
FP_above_threshold,FP: benign above threshold,EVENT_RECVMSG,file->subject,src,node 1242716,node 231520,benign,benign,node 1242716 -> node 231520,node 1242716 --> node 231520,1,0.000924214
FP_above_threshold,FP: benign above threshold,EVENT_RECVMSG,file->subject,src,node 1235586,node 230701,benign,benign,node 1235586 -> node 230701,node 1235586 --> node 230701,1,0.000924214
FP_above_threshold,FP: benign above threshold,EVENT_RECVMSG,file->subject,src,node 1234582,node 230593,benign,benign,node 1234582 -> node 230593,node 1234582 --> node 230593,1,0.000924214
FP_above_threshold,FP: benign above threshold,EVENT_RECVMSG,file->subject,src,node 1233768,node 230481,benign,benign,node 1233768 -> node 230481,node 1233768 --> node 230481,1,0.000924214
FP_above_threshold,FP: benign above threshold,EVENT_RECVMSG,file->subject,src,node 1231390,node 230203,benign,benign,node 1231390 -> node 230203,node 1231390 --> node 230203,1,0.000924214
FP_above_threshold,FP: benign above threshold,EVENT_RECVMSG,file->subject,src,node 1230654,node 230071,benign,benign,node 1230654 -> node 230071,node 1230654 --> node 230071,1,0.000924214
FP_above_threshold,FP: benign above threshold,EVENT_RECVMSG,file->subject,src,node 1225867,node 229511,benign,benign,node 1225867 -> node 229511,node 1225867 --> node 229511,1,0.000924214
FP_above_threshold,FP: benign above threshold,EVENT_RECVMSG,file->subject,src,node 1225562,node 229467,benign,benign,node 1225562 -> node 229467,node 1225562 --> node 229467,1,0.000924214
FP_above_threshold,FP: benign above threshold,EVENT_RECVMSG,file->subject,src,node 1225395,node 229444,benign,benign,node 1225395 -> node 229444,node 1225395 --> node 229444,1,0.000924214
FP_above_threshold,FP: benign above threshold,EVENT_RECVMSG,file->subject,src,node 1224772,node 229370,benign,benign,node 1224772 -> node 229370,node 1224772 --> node 229370,1,0.000924214
FP_above_threshold,FP: benign above threshold,EVENT_RECVMSG,file->subject,src,node 1216493,node 228338,benign,benign,node 1216493 -> node 228338,node 1216493 --> node 228338,1,0.000924214
FP_above_threshold,FP: benign above threshold,EVENT_RECVMSG,file->subject,src,node 1215725,node 228262,benign,benign,node 1215725 -> node 228262,node 1215725 --> node 228262,1,0.000924214
