node_group,node_group_label,operation,type_pair,target_role,src_label,dst_label,attack,short_attack,endpoint_pair,short_endpoint_pair,count,fraction
TN_high_below_threshold,Top 500 benign nodes just below threshold,RENAME,subject->file,dst,subject: /Device/HarddiskVolume1/Windows/system32/DllHost.exe | C:/Windows/system32/DllHost.exe /Processid:{973D20D7-562D-44B9-B70B-5A0F49CCDF3F},file: /Device/HarddiskVolume1/Users/dcoombes/AppData/Local/Packages/Microsoft.Windows.Cortana_cw5n1h2txyewy/AppData/Indexed DB/edb00007.log,benign,benign,subject: /Device/HarddiskVolume1/Windows/system32/DllHost.exe | C:/Windows/system32/DllHost.exe /Processid:{973D20D7-562D-44B9-B70B-5A0F49CCDF3F} -> file: /Device/HarddiskVolume1/Users/dcoombes/AppData/Local/Packages/Microsoft.Windows.Cortana_cw5n1h2txyewy/AppData/Indexed DB/edb00007.log,system32/DllHost.exe --> Indexed DB/edb00007.log,2,0.004000000
TN_high_below_threshold,Top 500 benign nodes just below threshold,MODIFY,subject->file,dst,subject: taskhostw.exe,file: /Device/HarddiskVolume1/Windows/system32/config/systemprofile/AppData/Local/Microsoft/Windows/INetCache/IE/IDR_XML_DEFAULT_TRANSFORM[1],benign,benign,subject: taskhostw.exe -> file: /Device/HarddiskVolume1/Windows/system32/config/systemprofile/AppData/Local/Microsoft/Windows/INetCache/IE/IDR_XML_DEFAULT_TRANSFORM[1],taskhostw.exe --> IE/IDR_XML_DEFAULT_TRANSFORM[1],2,0.004000000
TN_high_below_threshold,Top 500 benign nodes just below threshold,RENAME,subject->file,dst,subject: /Device/HarddiskVolume1/Windows/system32/DllHost.exe | C:/Windows/system32/DllHost.exe /Processid:{973D20D7-562D-44B9-B70B-5A0F49CCDF3F},file: /Device/HarddiskVolume1/Users/dcoombes/AppData/Local/Packages/Microsoft.Windows.Cortana_cw5n1h2txyewy/AppData/Indexed DB/edb00008.log,benign,benign,subject: /Device/HarddiskVolume1/Windows/system32/DllHost.exe | C:/Windows/system32/DllHost.exe /Processid:{973D20D7-562D-44B9-B70B-5A0F49CCDF3F} -> file: /Device/HarddiskVolume1/Users/dcoombes/AppData/Local/Packages/Microsoft.Windows.Cortana_cw5n1h2txyewy/AppData/Indexed DB/edb00008.log,system32/DllHost.exe --> Indexed DB/edb00008.log,2,0.004000000
TN_high_below_threshold,Top 500 benign nodes just below threshold,DELETE,subject->file,dst,subject: System,file: /Device/HarddiskVolume1/Windows/System32/LogFiles/WMI/RtBackup/EtwRTDiagtrack-Listener.etl,benign,benign,subject: System -> file: /Device/HarddiskVolume1/Windows/System32/LogFiles/WMI/RtBackup/EtwRTDiagtrack-Listener.etl,System --> RtBackup/EtwRTDiagtrack-Listener.etl,2,0.004000000
TN_high_below_threshold,Top 500 benign nodes just below threshold,CREATE,subject->file,dst,subject: System,file: /Device/HarddiskVolume1/Windows/System32/LogFiles/WMI/LwtNetLog.etl,benign,benign,subject: System -> file: /Device/HarddiskVolume1/Windows/System32/LogFiles/WMI/LwtNetLog.etl,System --> WMI/LwtNetLog.etl,2,0.004000000
TN_high_below_threshold,Top 500 benign nodes just below threshold,CREATE,subject->file,dst,subject: System,file: /Device/HarddiskVolume1/Windows/System32/LogFiles/WMI/RtBackup/EtwRTMsDiagProv.etl,benign,benign,subject: System -> file: /Device/HarddiskVolume1/Windows/System32/LogFiles/WMI/RtBackup/EtwRTMsDiagProv.etl,System --> RtBackup/EtwRTMsDiagProv.etl,2,0.004000000
TN_high_below_threshold,Top 500 benign nodes just below threshold,RENAME,subject->file,dst,subject: /Device/HarddiskVolume1/Windows/system32/svchost.exe,file: /Device/HarddiskVolume1/Windows/SoftwareDistribution/DataStore/Logs/edb.log,benign,benign,subject: /Device/HarddiskVolume1/Windows/system32/svchost.exe -> file: /Device/HarddiskVolume1/Windows/SoftwareDistribution/DataStore/Logs/edb.log,system32/svchost.exe --> Logs/edb.log,2,0.004000000
TN_high_below_threshold,Top 500 benign nodes just below threshold,DELETE,subject->file,dst,"subject: /Device/HarddiskVolume1/Windows/SYSTEM32/cmd.exe | C:/Windows/SYSTEM32/cmd.exe /c ""C:/ncr/DeleteArchiveSecurity.bat""",file: /Device/HarddiskVolume1/ncr/kickoff/input/usernames.csv,benign,benign,"subject: /Device/HarddiskVolume1/Windows/SYSTEM32/cmd.exe | C:/Windows/SYSTEM32/cmd.exe /c ""C:/ncr/DeleteArchiveSecurity.bat"" -> file: /Device/HarddiskVolume1/ncr/kickoff/input/usernames.csv",SYSTEM32/cmd.exe --> input/usernames.csv,2,0.004000000
TN_high_below_threshold,Top 500 benign nodes just below threshold,DELETE,subject->file,src,"subject: /Device/HarddiskVolume1/Windows/SYSTEM32/cmd.exe | C:/Windows/SYSTEM32/cmd.exe /c ""C:/ncr/DeleteArchiveSecurity.bat""",file: /Device/HarddiskVolume1/ncr/kickoff/input/usernames.csv,benign,benign,"subject: /Device/HarddiskVolume1/Windows/SYSTEM32/cmd.exe | C:/Windows/SYSTEM32/cmd.exe /c ""C:/ncr/DeleteArchiveSecurity.bat"" -> file: /Device/HarddiskVolume1/ncr/kickoff/input/usernames.csv",SYSTEM32/cmd.exe --> input/usernames.csv,2,0.004000000
TN_high_below_threshold,Top 500 benign nodes just below threshold,MODIFY,subject->file,dst,"subject: /Device/HarddiskVolume1/Windows/system32/wbem/wmiprvse.exe | ""C:/Windows/SystemApps/ShellExperienceHost_cw5n1h2txyewy/ShellExperienceHost.exe"" -ServerName:App.AppXtk181tbxbce2qsex02s8tw7hfxa9xb3t.mca",file: /Device/HarddiskVolume1/Users/dcoombes/AppData/Local/Packages/Microsoft.Windows.ShellExperienceHost_cw5n1h2txyewy/Settings/settings.dat.LOG1,benign,benign,"subject: /Device/HarddiskVolume1/Windows/system32/wbem/wmiprvse.exe | ""C:/Windows/SystemApps/ShellExperienceHost_cw5n1h2txyewy/ShellExperienceHost.exe"" -ServerName:App.AppXtk181tbxbce2qsex02s8tw7hfxa9xb3t.mca -> file: /Device/HarddiskVolume1/Users/dcoombes/AppData/Local/Packages/Microsoft.Windows.ShellExperienceHost_cw5n1h2txyewy/Settings/settings.dat.LOG1",wbem/wmiprvse.exe --> Settings/settings.dat.LOG1,2,0.004000000
TN_high_below_threshold,Top 500 benign nodes just below threshold,MODIFY,subject->file,src,"subject: /Device/HarddiskVolume1/Windows/system32/wbem/wmiprvse.exe | ""C:/Windows/SystemApps/ShellExperienceHost_cw5n1h2txyewy/ShellExperienceHost.exe"" -ServerName:App.AppXtk181tbxbce2qsex02s8tw7hfxa9xb3t.mca",file: /Device/HarddiskVolume1/Users/dcoombes/AppData/Local/Packages/Microsoft.Windows.ShellExperienceHost_cw5n1h2txyewy/Settings/settings.dat.LOG1,benign,benign,"subject: /Device/HarddiskVolume1/Windows/system32/wbem/wmiprvse.exe | ""C:/Windows/SystemApps/ShellExperienceHost_cw5n1h2txyewy/ShellExperienceHost.exe"" -ServerName:App.AppXtk181tbxbce2qsex02s8tw7hfxa9xb3t.mca -> file: /Device/HarddiskVolume1/Users/dcoombes/AppData/Local/Packages/Microsoft.Windows.ShellExperienceHost_cw5n1h2txyewy/Settings/settings.dat.LOG1",wbem/wmiprvse.exe --> Settings/settings.dat.LOG1,2,0.004000000
TN_high_below_threshold,Top 500 benign nodes just below threshold,MODIFY,subject->file,dst,"subject: /Device/HarddiskVolume1/Windows/system32/wbem/wmiprvse.exe | ""C:/Windows/SystemApps/ShellExperienceHost_cw5n1h2txyewy/ShellExperienceHost.exe"" -ServerName:App.AppXtk181tbxbce2qsex02s8tw7hfxa9xb3t.mca",file: /Device/HarddiskVolume1/Users/dcoombes/AppData/Local/Packages/Microsoft.Windows.ShellExperienceHost_cw5n1h2txyewy/Settings/settings.dat,benign,benign,"subject: /Device/HarddiskVolume1/Windows/system32/wbem/wmiprvse.exe | ""C:/Windows/SystemApps/ShellExperienceHost_cw5n1h2txyewy/ShellExperienceHost.exe"" -ServerName:App.AppXtk181tbxbce2qsex02s8tw7hfxa9xb3t.mca -> file: /Device/HarddiskVolume1/Users/dcoombes/AppData/Local/Packages/Microsoft.Windows.ShellExperienceHost_cw5n1h2txyewy/Settings/settings.dat",wbem/wmiprvse.exe --> Settings/settings.dat,2,0.004000000
TN_high_below_threshold,Top 500 benign nodes just below threshold,MODIFY,subject->file,dst,"subject: /Device/HarddiskVolume1/Windows/system32/wbem/wmiprvse.exe | ""C:/Windows/SystemApps/ShellExperienceHost_cw5n1h2txyewy/ShellExperienceHost.exe"" -ServerName:App.AppXtk181tbxbce2qsex02s8tw7hfxa9xb3t.mca",file: /Device/HarddiskVolume1/Users/dcoombes/AppData/Local/Packages/Microsoft.Windows.ShellExperienceHost_cw5n1h2txyewy/Settings/settings.dat.LOG2,benign,benign,"subject: /Device/HarddiskVolume1/Windows/system32/wbem/wmiprvse.exe | ""C:/Windows/SystemApps/ShellExperienceHost_cw5n1h2txyewy/ShellExperienceHost.exe"" -ServerName:App.AppXtk181tbxbce2qsex02s8tw7hfxa9xb3t.mca -> file: /Device/HarddiskVolume1/Users/dcoombes/AppData/Local/Packages/Microsoft.Windows.ShellExperienceHost_cw5n1h2txyewy/Settings/settings.dat.LOG2",wbem/wmiprvse.exe --> Settings/settings.dat.LOG2,2,0.004000000
TN_high_below_threshold,Top 500 benign nodes just below threshold,CREATE,subject->file,src,subject: LogonUI.exe,file: /Device/Mup/TSCLIENT/SCARD/2,benign,benign,subject: LogonUI.exe -> file: /Device/Mup/TSCLIENT/SCARD/2,LogonUI.exe --> SCARD/2,2,0.004000000
TN_high_below_threshold,Top 500 benign nodes just below threshold,CREATE,subject->file,src,"subject: /Device/HarddiskVolume1/Windows/system32/wbem/wmiprvse.exe | ""C:/Windows/SystemApps/Microsoft.Windows.Cortana_cw5n1h2txyewy/SearchUI.exe"" -ServerName:CortanaUI.AppXa50dqqa5gqv4a428c9y1jjw7m3btvepj.mca",file: /Device/HarddiskVolume1/Users/dcoombes/AppData/Local/Packages/microsoft.windows.cortana_cw5n1h2txyewy/AC/Microsoft/Internet Explorer/DOMStore/KI98MCVG/www.bing[1].xml,benign,benign,"subject: /Device/HarddiskVolume1/Windows/system32/wbem/wmiprvse.exe | ""C:/Windows/SystemApps/Microsoft.Windows.Cortana_cw5n1h2txyewy/SearchUI.exe"" -ServerName:CortanaUI.AppXa50dqqa5gqv4a428c9y1jjw7m3btvepj.mca -> file: /Device/HarddiskVolume1/Users/dcoombes/AppData/Local/Packages/microsoft.windows.cortana_cw5n1h2txyewy/AC/Microsoft/Internet Explorer/DOMStore/KI98MCVG/www.bing[1].xml",wbem/wmiprvse.exe --> KI98MCVG/www.bing[1].xml,2,0.004000000
TN_high_below_threshold,Top 500 benign nodes just below threshold,RENAME,subject->file,dst,subject: /Device/HarddiskVolume1/Windows/system32/cmd.exe,file: /Device/HarddiskVolume1/documents/~WRD0000.tmp,benign,benign,subject: /Device/HarddiskVolume1/Windows/system32/cmd.exe -> file: /Device/HarddiskVolume1/documents/~WRD0000.tmp,system32/cmd.exe --> documents/~WRD0000.tmp,2,0.004000000
TN_high_below_threshold,Top 500 benign nodes just below threshold,RENAME,subject->file,dst,"subject: /Device/HarddiskVolume1/Windows/system32/SearchProtocolHost.exe | ""C:/Windows/system32/SearchProtocolHost.exe"" Global/UsGthrFltPipeMssGthrPipe191_ Global/UsGthrCtrlFltPipeMssGthrPipe191 1 -2147483646 ""Software/Microsoft/Windows Search"" ""Mozilla/4.0 (compatible; MSIE 6.0; Windows NT; MS Search 4.0 Robot)"" ""C:/ProgramData/Microsoft/Search/Data/Temp/usgthrsvc"" ""DownLevelDaemon"" ",file: /Device/HarddiskVolume1/Users/dcoombes/AppData/Local/Microsoft/OneDrive/logs/Personal/TraceArchive.6816.0313-45.etl,benign,benign,"subject: /Device/HarddiskVolume1/Windows/system32/SearchProtocolHost.exe | ""C:/Windows/system32/SearchProtocolHost.exe"" Global/UsGthrFltPipeMssGthrPipe191_ Global/UsGthrCtrlFltPipeMssGthrPipe191 1 -2147483646 ""Software/Microsoft/Windows Search"" ""Mozilla/4.0 (compatible; MSIE 6.0; Windows NT; MS Search 4.0 Robot)"" ""C:/ProgramData/Microsoft/Search/Data/Temp/usgthrsvc"" ""DownLevelDaemon""  -> file: /Device/HarddiskVolume1/Users/dcoombes/AppData/Local/Microsoft/OneDrive/logs/Personal/TraceArchive.6816.0313-45.etl",system32/SearchProtocolHost.exe --> Personal/TraceArchive.6816.0313-45.etl,1,0.002000000
TN_high_below_threshold,Top 500 benign nodes just below threshold,RENAME,subject->file,src,"subject: /Device/HarddiskVolume1/Windows/system32/SearchProtocolHost.exe | ""C:/Windows/system32/SearchProtocolHost.exe"" Global/UsGthrFltPipeMssGthrPipe191_ Global/UsGthrCtrlFltPipeMssGthrPipe191 1 -2147483646 ""Software/Microsoft/Windows Search"" ""Mozilla/4.0 (compatible; MSIE 6.0; Windows NT; MS Search 4.0 Robot)"" ""C:/ProgramData/Microsoft/Search/Data/Temp/usgthrsvc"" ""DownLevelDaemon"" ",file: /Device/HarddiskVolume1/Users/dcoombes/AppData/Local/Microsoft/OneDrive/logs/Personal/TraceArchive.6816.0313-45.etl,benign,benign,"subject: /Device/HarddiskVolume1/Windows/system32/SearchProtocolHost.exe | ""C:/Windows/system32/SearchProtocolHost.exe"" Global/UsGthrFltPipeMssGthrPipe191_ Global/UsGthrCtrlFltPipeMssGthrPipe191 1 -2147483646 ""Software/Microsoft/Windows Search"" ""Mozilla/4.0 (compatible; MSIE 6.0; Windows NT; MS Search 4.0 Robot)"" ""C:/ProgramData/Microsoft/Search/Data/Temp/usgthrsvc"" ""DownLevelDaemon""  -> file: /Device/HarddiskVolume1/Users/dcoombes/AppData/Local/Microsoft/OneDrive/logs/Personal/TraceArchive.6816.0313-45.etl",system32/SearchProtocolHost.exe --> Personal/TraceArchive.6816.0313-45.etl,1,0.002000000
FN_below_threshold,FN: malicious below threshold,MODIFY,subject->file,dst,subject: taskhostw.exe | taskhostw.exe SYSTEM,node 50665,OPTC h051 attack,Attack 0,subject: taskhostw.exe | taskhostw.exe SYSTEM -> node 50665,taskhostw.exe --> node 50665,1,0.008771930
TN_high_below_threshold,Top 500 benign nodes just below threshold,MODIFY,subject->file,src,subject: taskhostw.exe | taskhostw.exe SYSTEM,node 50665,benign,benign,subject: taskhostw.exe | taskhostw.exe SYSTEM -> node 50665,taskhostw.exe --> node 50665,1,0.002000000
TN_high_below_threshold,Top 500 benign nodes just below threshold,RENAME,subject->file,dst,"subject: /Device/HarddiskVolume1/Windows/system32/svchost.exe | ""C:/Windows/SystemApps/Microsoft.Windows.Cortana_cw5n1h2txyewy/SearchUI.exe"" -ServerName:CortanaUI.AppXa50dqqa5gqv4a428c9y1jjw7m3btvepj.mca",file: /Device/HarddiskVolume1/Users/sysadmin/AppData/Local/Packages/Microsoft.Windows.Cortana_cw5n1h2txyewy/LocalState/DeviceSearchCache/AppCache132139070710112134.txt.~tmp,benign,benign,"subject: /Device/HarddiskVolume1/Windows/system32/svchost.exe | ""C:/Windows/SystemApps/Microsoft.Windows.Cortana_cw5n1h2txyewy/SearchUI.exe"" -ServerName:CortanaUI.AppXa50dqqa5gqv4a428c9y1jjw7m3btvepj.mca -> file: /Device/HarddiskVolume1/Users/sysadmin/AppData/Local/Packages/Microsoft.Windows.Cortana_cw5n1h2txyewy/LocalState/DeviceSearchCache/AppCache132139070710112134.txt.~tmp",system32/svchost.exe --> DeviceSearchCache/AppCache132139070710112134.txt.~tmp,1,0.002000000
TN_high_below_threshold,Top 500 benign nodes just below threshold,RENAME,subject->file,dst,"subject: /Device/HarddiskVolume1/Windows/system32/svchost.exe | ""C:/Windows/SystemApps/Microsoft.Windows.Cortana_cw5n1h2txyewy/SearchUI.exe"" -ServerName:CortanaUI.AppXa50dqqa5gqv4a428c9y1jjw7m3btvepj.mca",file: /Device/HarddiskVolume1/Users/sysadmin/AppData/Local/Packages/Microsoft.Windows.Cortana_cw5n1h2txyewy/LocalState/DeviceSearchCache/AppCache132139070710112134.txt,benign,benign,"subject: /Device/HarddiskVolume1/Windows/system32/svchost.exe | ""C:/Windows/SystemApps/Microsoft.Windows.Cortana_cw5n1h2txyewy/SearchUI.exe"" -ServerName:CortanaUI.AppXa50dqqa5gqv4a428c9y1jjw7m3btvepj.mca -> file: /Device/HarddiskVolume1/Users/sysadmin/AppData/Local/Packages/Microsoft.Windows.Cortana_cw5n1h2txyewy/LocalState/DeviceSearchCache/AppCache132139070710112134.txt",system32/svchost.exe --> DeviceSearchCache/AppCache132139070710112134.txt,1,0.002000000
TN_high_below_threshold,Top 500 benign nodes just below threshold,RENAME,subject->file,dst,"subject: /Device/HarddiskVolume1/Windows/system32/svchost.exe | ""C:/Windows/SystemApps/Microsoft.Windows.Cortana_cw5n1h2txyewy/SearchUI.exe"" -ServerName:CortanaUI.AppXa50dqqa5gqv4a428c9y1jjw7m3btvepj.mca",file: /Device/HarddiskVolume1/Users/sysadmin/AppData/Local/Packages/Microsoft.Windows.Cortana_cw5n1h2txyewy/LocalState/DeviceSearchCache/AppCache132139070641515866.txt,benign,benign,"subject: /Device/HarddiskVolume1/Windows/system32/svchost.exe | ""C:/Windows/SystemApps/Microsoft.Windows.Cortana_cw5n1h2txyewy/SearchUI.exe"" -ServerName:CortanaUI.AppXa50dqqa5gqv4a428c9y1jjw7m3btvepj.mca -> file: /Device/HarddiskVolume1/Users/sysadmin/AppData/Local/Packages/Microsoft.Windows.Cortana_cw5n1h2txyewy/LocalState/DeviceSearchCache/AppCache132139070641515866.txt",system32/svchost.exe --> DeviceSearchCache/AppCache132139070641515866.txt,1,0.002000000
TN_high_below_threshold,Top 500 benign nodes just below threshold,RENAME,subject->file,dst,"subject: /Device/HarddiskVolume1/Windows/system32/svchost.exe | ""C:/Windows/SystemApps/Microsoft.Windows.Cortana_cw5n1h2txyewy/SearchUI.exe"" -ServerName:CortanaUI.AppXa50dqqa5gqv4a428c9y1jjw7m3btvepj.mca",file: /Device/HarddiskVolume1/Users/sysadmin/AppData/Local/Packages/Microsoft.Windows.Cortana_cw5n1h2txyewy/LocalState/DeviceSearchCache/AppCache132139070641515866.txt.~tmp,benign,benign,"subject: /Device/HarddiskVolume1/Windows/system32/svchost.exe | ""C:/Windows/SystemApps/Microsoft.Windows.Cortana_cw5n1h2txyewy/SearchUI.exe"" -ServerName:CortanaUI.AppXa50dqqa5gqv4a428c9y1jjw7m3btvepj.mca -> file: /Device/HarddiskVolume1/Users/sysadmin/AppData/Local/Packages/Microsoft.Windows.Cortana_cw5n1h2txyewy/LocalState/DeviceSearchCache/AppCache132139070641515866.txt.~tmp",system32/svchost.exe --> DeviceSearchCache/AppCache132139070641515866.txt.~tmp,1,0.002000000
